SampleID,Block,Time,Chamber,Fragmentation,Position,SampleControl,Notes,Date collected,Date analyzed,Temperature ( C) lab,Pressure (kPa) lab,_mol / ml,Calibration Date (most recent),C2H4 calibration slope,C2H2 Calibration slope,C2H2 Height,C2H2 Area,C2H2 _mol,C2H2 _mol (calc),_mol C2H2 / injection,C2H4 Height,C2H4 Area,C2H4 _mol,C2H4 _mol (calc),_mol C2H4 / injection,%C2H4 ml,%C2H4 ARA,Control,Blank,ARA (_mol/ml),ARA (_mol·m-2·d-1),ARA* (_mol/ml),ARA* (_mol·m-2·d-1)
22B-1.0,2,2,B,1,0,Sample,,,2010-11-05,24,104.2,42.196374,2010-09-21,265823000,319985600,39401346,359334402,1.122971,1.122971,1.122971,39874,385827,0.001451,0.001451,0.001451,0.000034,0.001290835,0.000159,0.000035,0.001257,104.8,0.001416,118.0
22B-1.1,2,2,B,1,1,Sample,,,2010-11-05,24,104.2,42.196374,2010-09-21,265823000,319985600,15300555,143997337,0.450012,0.450012,0.450012,5131,45131,0.000170,0.000170,0.000170,0.000004,0.000377133,0.000154,0.000035,-0.000019,-1.6,0.000135,11.3
22B-1.N,2,2,B,1,N,Sample,,,2010-11-05,24,104.2,42.196374,2010-09-21,265823000,319985600,41231519,375107021,1.172262,1.172262,1.172262,24959,229566,0.000864,0.000864,0.000864,0.000020,0.000736157,0.000157,0.000035,0.000673,56.1,0.000829,69.1
22B-1.W,2,2,B,1,W,Sample,,,2010-11-05,24,104.2,42.196374,2010-09-21,265823000,319985600,36491082,330447692,1.032696,1.032696,1.032696,1695,11323,0.000043,0.000043,0.000043,0.000001,4.12457E-05,0.000157,0.000035,-0.000148,-12.4,0.000008,0.7
22B-2.0c,2,2,B,2,0,control,,,2010-11-05,24,104.1,42.155878,2010-09-21,265823000,319985600,2977,29392,0.000092,0.000092,0.000092,3871,42233,0.000159,0.000159,0.000159,0.000004,0.633653971,,0.000035,,,,
22B-2.1c,2,2,B,2,1,control,,,2010-11-05,24,104.1,42.155878,2010-09-21,265823000,319985600,1998,19199,0.000060,0.000060,0.000060,3924,43979,0.000165,0.000165,0.000165,0.000004,0.7338607,,0.000035,,,,
22B-2.0,2,2,B,2,0,Sample,,,2010-11-05,24,104.1,42.155878,2010-09-21,265823000,319985600,37096350,342654184,1.070843,1.070843,1.070843,1772,10984,0.000041,0.000041,0.000041,0.000001,3.85856E-05,0.000159,0.000035,-0.000153,-12.7,0.000006,0.5
22B-2.1,2,2,B,2,1,Sample,,,2010-11-05,24,104.1,42.155878,2010-09-21,265823000,319985600,39098215,348389331,1.088766,1.088766,1.088766,16730,149311,0.000562,0.000562,0.000562,0.000013,0.000515633,0.000165,0.000035,0.000362,30.2,0.000527,43.9
22B-2.N,2,2,B,2,N,Sample,,,2010-11-05,24,104.1,42.155878,2010-09-21,265823000,319985600,37796965,348385597,1.088754,1.088754,1.088754,2318,15438,0.000058,0.000058,0.000058,0.000001,5.33391E-05,0.000162,0.000035,-0.000139,-11.6,0.000023,1.9
22B-2.E,2,2,B,2,E,Sample,,,2010-11-05,24,104.1,42.155878,2010-09-21,265823000,319985600,32966846,297811674,0.930703,0.930703,0.930703,2108,14213,0.000053,0.000053,0.000053,0.000001,5.74456E-05,0.000162,0.000035,-0.000144,-12.0,0.000018,1.5
22B-3.0c,2,2,B,3,0,control,,,2010-11-05,24,104.2,42.196374,2010-09-21,265823000,319985600,21957,235793,0.000737,0.000737,0.000737,3561,38727,0.000146,0.000146,0.000146,0.000003,0.16507087,,0.000035,,,,
22B-3.1c,2,2,B,3,1,control,,,2010-11-05,24,104.2,42.196374,2010-09-21,265823000,319985600,3932,38900,0.000122,0.000122,0.000122,3462,38320,0.000144,0.000144,0.000144,0.000003,0.542502934,,0.000035,,,,
22B-3.0,2,2,B,3,0,Sample,,,2010-11-05,24,104.2,42.196374,2010-09-21,265823000,319985600,39044338,374331234,1.169838,1.169838,1.169838,1045,6224,0.000023,0.000023,0.000023,0.000001,2.00144E-05,0.000146,0.000035,-0.000158,-13.2,-0.000012,-1.0
22B-3.1,2,2,B,3,1,Sample,,,2010-11-05,24,104.2,42.196374,2010-09-21,265823000,319985600,36367538,336043894,1.050185,1.050184,1.050185,1919,18159,0.000068,0.000068,0.000068,0.000002,6.50437E-05,0.000144,0.000035,-0.000111,-9.2,0.000033,2.8
22B-3.S,2,2,B,3,S,Sample,,,2010-11-05,24,104.2,42.196374,2010-09-21,265823000,319985600,29590706,268829878,0.840131,0.840131,0.840131,1946,13145,0.000049,0.000049,0.000049,0.000001,5.88566E-05,0.000145,0.000035,-0.000131,-10.9,0.000014,1.2
22B-3.E,2,2,B,3,E,Sample,,,2010-11-05,24,104.2,42.196374,2010-09-21,265823000,319985600,43529896,375686244,1.174072,1.174072,1.174072,2966,20431,0.000077,0.000077,0.000077,0.000002,6.54597E-05,0.000145,0.000035,-0.000103,-8.6,0.000042,3.5
22B-4.0c,2,2,B,4,0,control,,,2010-11-05,24,104.3,42.236869,2010-09-21,265823000,319985600,16990,180388,0.000564,0.000564,0.000564,4030,42822,0.000161,0.000161,0.000161,0.000004,0.222248182,,0.000035,,,,
22B-4.1c,2,2,B,4,1,control,,,2010-11-05,24,104.3,42.236869,2010-09-21,265823000,319985600,4663,44913,0.000140,0.000140,0.000140,3960,49842,0.000188,0.000188,0.000188,0.000004,0.571892337,,0.000035,,,,
22B-4.0,2,2,B,4,0,Sample,,,2010-11-05,24,104.3,42.236869,2010-09-21,265823000,319985600,39771939,353113038,1.103528,1.103528,1.103528,3327,28961,0.000109,0.000109,0.000109,0.000003,9.87176E-05,0.000161,0.000035,-0.000087,-7.2,0.000074,6.2
22B-4.1,2,2,B,4,1,Sample,,,2010-11-05,24,104.3,42.236869,2010-09-21,265823000,319985600,35970501,334580114,1.045610,1.045610,1.045610,2579,17208,0.000065,0.000065,0.000065,0.000002,6.19072E-05,0.000188,0.000035,-0.000158,-13.2,0.000030,2.5
22B-4.S,2,2,B,4,S,Sample,,,2010-11-05,24,104.4,42.277365,2010-09-21,265823000,319985600,37453928,352083391,1.100310,1.100310,1.100310,1977,13360,0.000050,0.000050,0.000050,0.000001,4.5675E-05,0.000175,0.000035,-0.000160,-13.3,0.000015,1.3
22B-4.W,2,2,B,4,W,Sample,,,2010-11-05,24,104.4,42.277365,2010-09-21,265823000,319985600,40737442,371673539,1.161532,1.161532,1.161532,1602,9966,0.000037,0.000037,0.000037,0.000001,3.22763E-05,0.000175,0.000035,-0.000173,-14.4,0.000002,0.2
22C-1.0c,2,2,C,1,0,control,,,2010-11-05,24,104.4,42.277365,2010-09-21,265823000,319985600,30553,331434,0.001036,0.001036,0.001036,3515,39433,0.000148,0.000148,0.000148,0.000004,0.12527696,,0.000035,,,,
22C-1.1c,2,2,C,1,1,control,,,2010-11-05,24,104.4,42.277365,2010-09-21,265823000,319985600,3872,38419,0.000120,0.000120,0.000120,3606,39637,0.000149,0.000149,0.000149,0.000004,0.553953173,,0.000035,,,,
22C-1.0,2,2,C,1,0,Sample,,,2010-11-05,24,104.4,42.277365,2010-09-21,265823000,319985600,40413832,365570748,1.142460,1.142460,1.142460,1504,9473,0.000036,0.000036,0.000036,0.000001,3.11918E-05,0.000148,0.000035,-0.000147,-12.2,0.000001,0.1
22C-1.1,2,2,C,1,1,Sample,,,2010-11-05,24,104.4,42.277365,2010-09-21,265823000,319985600,40529995,377847465,1.180827,1.180826,1.180827,1829,10680,0.000040,0.000040,0.000040,0.000001,3.40234E-05,0.000149,0.000035,-0.000144,-12.0,0.000005,0.4
22C-1.N,2,2,C,1,N,Sample,,,2010-11-05,24,104.5,42.317861,2010-09-21,265823000,319985600,41949772,375398966,1.173175,1.173175,1.173175,1210,7443,0.000028,0.000028,0.000028,0.000001,2.38662E-05,0.000149,0.000035,-0.000156,-13.0,-0.000007,-0.6
22C-1.W,2,2,C,1,W,Sample,,,2010-11-05,24,104.5,42.317861,2010-09-21,265823000,319985600,31851929,280338857,0.876098,0.876098,0.876098,2231,14630,0.000055,0.000055,0.000055,0.000001,6.28162E-05,0.000149,0.000035,-0.000129,-10.7,0.000020,1.7
22C-2.0c,2,2,C,2,0,control,,,2010-11-09,24,106.3,43.046781,2010-09-21,265823000,319985600,6785,62821,0.000196,0.000196,0.000196,3834,43676,0.000164,0.000164,0.000164,0.000004,0.455605878,,0.000036,,,,
22C-2.1c,2,2,C,2,1,control,,,2010-11-09,24,106.3,43.046781,2010-09-21,265823000,319985600,1543,13760,0.000043,0.000043,0.000043,3751,41319,0.000155,0.000155,0.000155,0.000004,0.783300013,,0.000036,,,,
22C-2.0,2,2,C,2,0,Sample,,,2010-11-09,24,106.3,43.046781,2010-09-21,265823000,319985600,43493698,398203688,1.244443,1.244443,1.244443,1378,7575,0.000028,0.000028,0.000028,0.000001,2.28984E-05,0.000164,0.000036,-0.000172,-14.3,-0.000008,-0.6
22C-2.1,2,2,C,2,1,Sample,,,2010-11-09,24,106.3,43.046781,2010-09-21,265823000,319985600,41203481,385134674,1.203600,1.203600,1.203600,1174,6803,0.000026,0.000026,0.000026,0.000001,2.12626E-05,0.000155,0.000036,-0.000165,-13.7,-0.000010,-0.8
22C-2.S,2,2,C,2,S,Sample,,,2010-11-09,24,106.3,43.046781,2010-09-21,265823000,319985600,34469358,316655507,0.989593,0.989593,0.989593,1329,8765,0.000033,0.000033,0.000033,0.000001,3.33187E-05,0.000160,0.000036,-0.000162,-13.5,-0.000003,-0.2
22C-2.W,2,2,C,2,W,Sample,,,2010-11-09,24,106.3,43.046781,2010-09-21,265823000,319985600,41996089,373323422,1.166688,1.166688,1.166688,1896,12356,0.000046,0.000046,0.000046,0.000001,3.98394E-05,0.000160,0.000036,-0.000149,-12.4,0.000010,0.9
22C-3.0c,2,2,C,3,0,control,,,2010-11-09,24,106.3,43.046781,2010-09-21,265823000,319985600,24412,255560,0.000799,0.000799,0.000799,4007,48004,0.000181,0.000181,0.000181,0.000004,0.184413412,,0.000036,,,,
22C-3.1c,2,2,C,3,1,control,,,2010-11-09,24,106.3,43.046781,2010-09-21,265823000,319985600,5030,48570,0.000152,0.000152,0.000152,3501,40844,0.000154,0.000154,0.000154,0.000004,0.503049761,,0.000036,,,,
22C-3.0,2,2,C,3,0,Sample,,,2010-11-09,24,106.3,43.046781,2010-09-21,265823000,319985600,42055924,387273891,1.210286,1.210285,1.210286,1120,6322,0.000024,0.000024,0.000024,0.000001,1.96501E-05,0.000181,0.000036,-0.000193,-16.0,-0.000012,-1.0
22C-3.1,2,2,C,3,1,Sample,,,2010-11-09,24,106.3,43.046781,2010-09-21,265823000,319985600,36856908,343197648,1.072541,1.072541,1.072541,2637,17487,0.000066,0.000066,0.000066,0.000002,6.13313E-05,0.000154,0.000036,-0.000124,-10.3,0.000030,2.5
22C-3.N,2,2,C,3,N,Sample,,,2010-11-09,24,106.3,43.046781,2010-09-21,265823000,319985600,45244650,406377245,1.269986,1.269986,1.269986,1234,7582,0.000029,0.000029,0.000029,0.000001,2.24586E-05,0.000168,0.000036,-0.000174,-14.5,-0.000007,-0.5
22C-3.E,2,2,C,3,E,Sample,,,2010-11-09,24,106.3,43.046781,2010-09-21,265823000,319985600,43978153,382836294,1.196417,1.196417,1.196417,2038,13304,0.000050,0.000050,0.000050,0.000001,4.18301E-05,0.000168,0.000036,-0.000153,-12.8,0.000014,1.2
22C-4.0c,2,2,C,4,0,control,,,2010-11-09,24,106.4,43.087276,2010-09-21,265823000,319985600,19684,207313,0.000648,0.000648,0.000648,3909,43271,0.000163,0.000163,0.000163,0.000004,0.200800016,,0.000036,,,,
22C-4.1c,2,2,C,4,1,control,,,2010-11-09,24,106.4,43.087276,2010-09-21,265823000,319985600,5774,56939,0.000178,0.000178,0.000178,3165,35537,0.000134,0.000134,0.000134,0.000003,0.428993019,,0.000036,,,,
22C-4.0,2,2,C,4,0,Sample,,,2010-11-09,24,106.4,43.087276,2010-09-21,265823000,319985600,42351677,393845417,1.230822,1.230822,1.230822,1275,7431,0.000028,0.000028,0.000028,0.000001,2.27117E-05,0.000163,0.000036,-0.000171,-14.2,-0.000008,-0.6
22C-4.1,2,2,C,4,1,Sample,,,2010-11-09,24,106.4,43.087276,2010-09-21,265823000,319985600,41120560,373099268,1.165988,1.165988,1.165988,1496,8209,0.000031,0.000031,0.000031,0.000001,2.64845E-05,0.000134,0.000036,-0.000139,-11.6,-0.000005,-0.4
22C-4.S,2,2,C,4,S,Sample,,,2010-11-09,24,106.4,43.087276,2010-09-21,265823000,319985600,40649153,362979884,1.134363,1.134363,1.134363,1732,11423,0.000043,0.000043,0.000043,0.000001,3.78808E-05,0.000149,0.000036,-0.000141,-11.8,0.000007,0.6
22C-4.E,2,2,C,4,E,Sample,,,2010-11-09,24,106.4,43.087276,2010-09-21,265823000,319985600,38760364,353142184,1.103619,1.103619,1.103619,2022,13576,0.000051,0.000051,0.000051,0.000001,4.62743E-05,0.000149,0.000036,-0.000133,-11.1,0.000015,1.3
32A-C,3,2,A,-,-,blank,,,2010-12-14,23,104.0,42.257664,2010-09-21,265823000,319985600,49404488,453739049,1.417999,1.417998,1.417999,1181,5764,0.000022,0.000022,0.000022,0.000001,1.52915E-05,,0.000022,,,,
32A-1.0c,3,2,A,1,0,control,,,2010-12-14,23,104.0,42.257664,2010-09-21,265823000,319985600,679824,6373547,0.019918,0.019918,0.019918,4688,55652,0.000209,0.000209,0.000209,0.000005,0.010401512,,0.000022,,,,
32A-1.1c,3,2,A,1,1,control,,,2010-12-14,23,104.0,42.257664,2010-09-21,265823000,319985600,773876,6904426,0.021577,0.021577,0.021577,4752,48808,0.000184,0.000184,0.000184,0.000004,0.008437647,,0.000022,,,,
32A-1.0,3,2,A,1,0,Sample,,,2010-12-14,23,104.0,42.257664,2010-09-21,265823000,319985600,39360968,343824927,1.074501,1.074501,1.074501,1162,13707,0.000052,0.000052,0.000052,0.000001,4.79868E-05,0.000209,0.000022,-0.000179,-14.9,0.000030,2.5
32A-1.1,3,2,A,1,1,Sample,,,2010-12-14,23,104.0,42.257664,2010-09-21,265823000,319985600,39596235,357269757,1.116518,1.116518,1.116518,1668,10290,0.000039,0.000039,0.000039,0.000001,3.46691E-05,0.000184,0.000022,-0.000167,,,
32A-1.S,3,2,A,1,S,Sample,,,2010-12-14,23,104.1,42.298297,2010-09-21,265823000,319985600,40797865,358278498,1.119671,1.119671,1.119671,3065,20476,0.000077,0.000077,0.000077,0.000002,6.87911E-05,0.000197,0.000022,-0.000142,,,
32A-1.E,3,2,A,1,E,Sample,,,2010-12-14,23,104.1,42.298297,2010-09-21,265823000,319985600,38663485,346486137,1.082818,1.082818,1.082818,1461,8708,0.000033,0.000033,0.000033,0.000001,3.02522E-05,0.000197,0.000022,-0.000186,,,
32A-2.0c,3,2,A,2,0,control,,,2010-12-14,23,104.1,42.298297,2010-09-21,265823000,319985600,1302402,11916515,0.037241,0.037241,0.037241,4508,46247,0.000174,0.000174,0.000174,0.000004,0.004649947,,0.000022,,,,
32A-2.1c,3,2,A,2,1,control,,,2010-12-14,24,104.3,42.236869,2010-09-21,265823000,319985600,727498,6493846,0.020294,0.020294,0.020294,3598,36564,0.000138,0.000138,0.000138,0.000003,0.006732184,,0.000022,,,,
32A-2.0,3,2,A,2,0,Sample,,,2010-12-14,24,104.3,42.236869,2010-09-21,265823000,319985600,34549798,306270072,0.957137,0.957137,0.957137,3459,28423,0.000107,0.000107,0.000107,0.000003,0.0001117,0.000174,0.000022,-0.000089,-7.4,0.000085,7.1
32A-2.1,3,2,A,2,1,Sample,,,2010-12-14,24,104.3,42.236869,2010-09-21,265823000,319985600,39060830,340834785,1.065157,1.065157,1.065157,3130,21685,0.000082,0.000082,0.000082,0.000002,7.65808E-05,0.000138,0.000022,-0.000078,-6.5,0.000060,5.0
32A-2.N,3,2,A,2,N,Sample,,,2010-12-14,24,104.3,42.236869,2010-09-21,265823000,319985600,6998674,63290471,0.197792,0.197792,0.197792,3172,28422,0.000107,0.000107,0.000107,0.000003,0.000540281,0.000156,0.000022,-0.000071,-5.9,0.000085,7.1
32A-2.W,3,2,A,2,W,Sample,,,2010-12-14,24,104.3,42.236869,2010-09-21,265823000,319985600,40323120,359133258,1.122342,1.122342,1.122342,2525,22727,0.000085,0.000085,0.000085,0.000002,7.61713E-05,0.000156,0.000022,-0.000093,-7.7,0.000063,5.3
32A-3.0c,3,2,A,3,0,control,,,2010-12-14,24,104.4,42.277365,2010-09-21,265823000,319985600,556223,5039426,0.015749,0.015749,0.015749,4148,42222,0.000159,0.000159,0.000159,0.000004,0.009984757,,0.000022,,,,
32A-3.1c,3,2,A,3,1,control,,,2010-12-14,24,104.5,42.317861,2010-09-21,265823000,319985600,3517,33141,0.000104,0.000104,0.000104,3575,39533,0.000149,0.000149,0.000149,0.000004,0.589478489,,0.000022,,,,
32A-3.0,3,2,A,3,0,Sample,,,2010-12-14,24,104.5,42.317861,2010-09-21,265823000,319985600,41621632,373564009,1.167440,1.167440,1.167440,3056,27504,0.000103,0.000103,0.000103,0.000002,8.86197E-05,0.000159,0.000022,-0.000078,-6.5,0.000081,6.7
32A-3.1,3,2,A,3,1,Sample,,,2010-12-14,24,104.6,42.358356,2010-09-21,265823000,319985600,39374715,351778113,1.099356,1.099356,1.099356,4891,40312,0.000152,0.000152,0.000152,0.000004,0.000137925,0.000149,0.000022,-0.000019,-1.6,0.000130,10.8
32A-3.N,3,2,A,3,N,Sample,,,2010-12-16,23,105.0,42.663988,2010-09-21,265823000,319985600,41054512,367355341,1.148037,1.148037,1.148037,1760,11272,0.000042,0.000042,0.000042,0.000001,3.69349E-05,0.000155,0.000022,-0.000136,-11.3,0.000020,1.6
32A-3.E,3,2,A,3,E,Sample,,,2010-12-16,23,105.0,42.663988,2010-09-21,265823000,319985600,38704453,342984785,1.071876,1.071876,1.071876,2039,13608,0.000051,0.000051,0.000051,0.000001,4.7757E-05,0.000155,0.000022,-0.000127,-10.5,0.000029,2.4
32A-4.0c,3,2,A,4,0,control,,,2010-12-16,23,105.0,42.663988,2010-09-21,265823000,319985600,315799,2998740,0.009371,0.009371,0.009371,2999,31416,0.000118,0.000118,0.000118,0.000003,0.012453955,,0.000022,,,,
32A-4.1c,3,2,A,4,1,control,,,2010-12-16,23,105.0,42.663988,2010-09-21,265823000,319985600,727234,6785649,0.021206,0.021206,0.021206,3472,34966,0.000132,0.000132,0.000132,0.000003,0.006164628,,0.000022,,,,
32A-4.0,3,2,A,4,0,Sample,,,2010-12-16,23,105.0,42.663988,2010-09-21,265823000,319985600,43132582,381723252,1.192939,1.192939,1.192939,1458,7926,0.000030,0.000030,0.000030,0.000001,2.49938E-05,0.000118,0.000022,-0.000110,-9.2,0.000008,0.6
32A-4.1,3,2,A,4,1,Sample,,,2010-12-16,23,105.0,42.663988,2010-09-21,265823000,319985600,41856944,362529886,1.132957,1.132957,1.132957,2665,18145,0.000068,0.000068,0.000068,0.000002,6.02455E-05,0.000132,0.000022,-0.000086,-7.2,0.000046,3.8
32A-4.S,3,2,A,4,S,Sample,,,2010-12-16,23,105.0,42.663988,2010-09-21,265823000,319985600,41826552,372776588,1.164979,1.164979,1.164979,2270,14857,0.000056,0.000056,0.000056,0.000001,4.79733E-05,0.000125,0.000022,-0.000091,-7.6,0.000034,2.8
32A-4.W,3,2,A,4,W,Sample,,,2010-12-16,23,105.0,42.663988,2010-09-21,265823000,319985600,38306820,350372761,1.094964,1.094964,1.094964,1475,8313,0.000031,0.000031,0.000031,0.000001,2.85597E-05,0.000125,0.000022,-0.000116,-9.7,0.000009,0.7
32B-1.0c,3,2,B,1,0,control,,,2011-01-19,24,105.6,42.763312,2010-09-21,265823000,319985600,1090,9752,0.000030,0.000030,0.000030,3596,39820,0.000150,0.000150,0.000150,0.000004,0.830945383,,0.000022,,,,
32B-1.1c,3,2,B,1,1,control,,,2011-01-19,24,105.6,42.763312,2010-09-21,265823000,319985600,1803,41577,0.000130,0.000130,0.000130,3636,40758,0.000153,0.000153,0.000153,0.000004,0.541293316,,0.000022,,,,
32B-1.0,3,2,B,1,0,Sample,,,2011-01-19,24,105.6,42.763312,2010-09-21,265823000,319985600,7770675,68856970,0.215188,0.215188,0.215188,2430,20705,0.000078,0.000078,0.000078,0.000002,0.000361833,0.000150,0.000022,-0.000094,-7.9,0.000056,4.6
32B-1.1,3,2,B,1,1,Sample,,,2011-01-19,24,105.6,42.763312,2010-09-21,265823000,319985600,41779353,374455024,1.170225,1.170225,1.170225,2493,15886,0.000060,0.000060,0.000060,0.000001,5.10659E-05,0.000153,0.000022,-0.000115,-9.6,0.000038,3.1
32B-1.N,3,2,B,1,N,Sample,,,2011-01-19,24,105.6,42.763312,2010-09-21,265823000,319985600,44256737,390917661,1.221673,1.221673,1.221673,1406,8319,0.000031,0.000031,0.000031,0.000001,2.56161E-05,0.000152,0.000022,-0.000143,-11.9,0.000009,0.7
32B-1.W,3,2,B,1,W,Sample,,,2011-01-19,24,105.6,42.763312,2010-09-21,265823000,319985600,41106059,375204044,1.172566,1.172565,1.172566,1265,6932,0.000026,0.000026,0.000026,0.000001,2.22392E-05,0.000152,0.000022,-0.000148,-12.3,0.000004,0.3
32B-2.0c,3,2,B,2,0,control,,,2011-01-19,24,105.6,42.763312,2010-09-21,265823000,319985600,1120785,9740053,0.030439,0.030439,0.030439,3534,34786,0.000131,0.000131,0.000131,0.000003,0.004280731,,0.000022,,,,
32B-2.1c,3,2,B,2,1,control,,,2011-01-19,24,105.6,42.763312,2010-09-21,265823000,319985600,673279,6117183,0.019117,0.019117,0.019117,4705,57720,0.000217,0.000217,0.000217,0.000005,0.011230722,,0.000022,,,,
32B-2.0,3,2,B,2,0,Sample,,,2011-01-19,24,105.6,42.763312,2010-09-21,265823000,319985600,42775877,389212946,1.216345,1.216345,1.216345,2578,16712,0.000063,0.000063,0.000063,0.000001,5.16841E-05,0.000131,0.000022,-0.000090,-7.5,0.000041,3.4
32B-2.1,3,2,B,2,1,Sample,,,2011-01-19,24,105.6,42.763312,2010-09-21,265823000,319985600,40714554,367284905,1.147817,1.147817,1.147817,6656,55151,0.000207,0.000207,0.000207,0.000005,0.000180721,0.000217,0.000022,-0.000032,-2.7,0.000185,15.4
32B-2.S,3,2,B,2,S,Sample,,,2011-01-19,24,105.6,42.763312,2010-09-21,265823000,319985600,38593448,349164121,1.091187,1.091187,1.091187,2108,13020,0.000049,0.000049,0.000049,0.000001,4.48848E-05,0.000174,0.000022,-0.000147,-12.3,0.000027,2.2
32B-2.W,3,2,B,2,W,Sample,,,2011-01-19,24,105.6,42.763312,2010-09-21,265823000,319985600,38006316,352057275,1.100229,1.100228,1.100229,1558,10115,0.000038,0.000038,0.000038,0.000001,3.4584E-05,0.000174,0.000022,-0.000158,-13.2,0.000016,1.3
32B-3.0c,3,2,B,3,0,control,,,2011-01-19,24,105.6,42.763312,2010-09-21,265823000,319985600,33178,358561,0.001121,0.001121,0.001121,3700,40402,0.000152,0.000152,0.000152,0.000004,0.119436816,,0.000022,,,,
32B-3.1c,3,2,B,3,1,control,,,2011-01-19,24,105.7,42.803807,2010-09-21,265823000,319985600,223114,2086897,0.006522,0.006522,0.006522,3327,34251,0.000129,0.000129,0.000129,0.000003,0.019373748,,0.000022,,,,
32B-3.0,3,2,B,3,0,Sample,,,2011-01-19,24,105.7,42.803807,2010-09-21,265823000,319985600,5902,54590,0.000171,0.000171,0.000171,3516,38484,0.000145,0.000145,0.000145,0.000003,0.459051215,0.000152,0.000022,-0.000029,-2.5,0.000123,10.2
32B-3.1,3,2,B,3,1,Sample,,,2011-01-19,24,105.7,42.803807,2010-09-21,265823000,319985600,39749014,355221123,1.110116,1.110116,1.110116,908,12547,0.000047,0.000047,0.000047,0.000001,4.25168E-05,0.000129,0.000022,-0.000104,-8.7,0.000025,2.1
32B-3.S,3,2,B,3,S,Sample,,,2011-01-19,24,105.7,42.803807,2010-09-21,265823000,319985600,23929,261173,0.000816,0.000816,0.000816,3688,39695,0.000149,0.000149,0.000149,0.000003,0.154659645,0.000141,0.000022,-0.000014,-1.2,0.000127,10.6
32B-3.E,3,2,B,3,E,Sample,,,2011-01-19,24,105.7,42.803807,2010-09-21,265823000,319985600,39405795,357912814,1.118528,1.118528,1.118528,2221,14222,0.000054,0.000054,0.000054,0.000001,4.783E-05,0.000141,0.000022,-0.000109,-9.1,0.000032,2.6
32B-4.0c,3,2,B,4,0,control,,,2011-01-19,24,105.7,42.803807,2010-09-21,265823000,319985600,40777,449293,0.001404,0.001404,0.001404,3530,37868,0.000142,0.000142,0.000142,0.000003,0.092111357,,0.000022,,,,
32B-4.1c,3,2,B,4,1,control,,,2011-01-19,24,105.7,42.803807,2010-09-21,265823000,319985600,588309,5562723,0.017384,0.017384,0.017384,3754,40555,0.000153,0.000153,0.000153,0.000004,0.008699617,,0.000022,,,,
32B-4.0,3,2,B,4,0,Sample,,,2011-01-19,24,105.7,42.803807,2010-09-21,265823000,319985600,43378193,385281693,1.204060,1.204059,1.204060,1482,7947,0.000030,0.000030,0.000030,0.000001,2.48286E-05,0.000142,0.000022,-0.000134,-11.2,0.000008,0.6
32B-4.1,3,2,B,4,1,Sample,,,2011-01-19,24,105.7,42.803807,2010-09-21,265823000,319985600,42294782,394901502,1.234123,1.234123,1.234123,944,10289,0.000039,0.000039,0.000039,0.000001,3.13624E-05,0.000153,0.000022,-0.000136,-11.4,0.000017,1.4
32B-4.N,3,2,B,4,N,Sample,,,2011-01-19,23,105.7,42.948415,2010-09-21,265823000,319985600,45708304,413874243,1.293415,1.293415,1.293415,1229,6989,0.000026,0.000026,0.000026,0.000001,2.03271E-05,0.000148,0.000022,-0.000144,-12.0,0.000004,0.3
32B-4.E,3,2,B,4,E,Sample,,,2011-01-19,23,105.7,42.948415,2010-09-21,265823000,319985600,32237101,290853419,0.908958,0.908958,0.908958,1546,10123,0.000038,0.000038,0.000038,0.000001,4.18943E-05,0.000148,0.000022,-0.000132,-11.0,0.000016,1.3
32C-1.0c,3,2,C,1,0,control,,,2011-01-20,24,106.0,42.925294,2010-09-21,265823000,319985600,548306,4983251,0.015573,0.015573,0.015573,3537,36776,0.000138,0.000138,0.000138,0.000003,0.008805389,,0.000022,,,,
32C-1.1c,3,2,C,1,1,control,,,2011-01-20,24,106.0,42.925294,2010-09-21,265823000,319985600,2628,23903,0.000075,0.000075,0.000075,3712,40121,0.000151,0.000151,0.000151,0.000004,0.66892815,,0.000022,,,,
32C-1.0,3,2,C,1,0,Sample,,,2011-01-20,24,105.9,42.884798,2010-09-21,265823000,319985600,32338946,293665785,0.917747,0.917747,0.917747,2060,13961,0.000053,0.000053,0.000053,0.000001,5.72237E-05,0.000138,0.000022,-0.000107,-8.9,0.000031,2.6
32C-1.1,3,2,C,1,1,Sample,,,2011-01-20,24,105.9,42.884798,2010-09-21,265823000,319985600,48223409,433297254,1.354115,1.354115,1.354115,7304,61061,0.000230,0.000230,0.000230,0.000005,0.000169606,0.000151,0.000022,0.000057,4.7,0.000208,17.3
32C-1.N,3,2,C,1,N,Sample,,,2011-01-20,24,105.9,42.884798,2010-09-21,265823000,319985600,50633928,483041690,1.509573,1.509573,1.509573,3170,17435,0.000066,0.000066,0.000066,0.000002,4.34467E-05,0.000144,0.000022,-0.000101,-8.4,0.000044,3.6
32C-1.W,3,2,C,1,W,Sample,,,2011-01-20,24,105.9,42.884798,2010-09-21,265823000,319985600,7298000,65889403,0.205914,0.205914,0.205914,5882,54175,0.000204,0.000204,0.000204,0.000005,0.000988762,0.000144,0.000022,0.000037,3.1,0.000182,15.1
32C-2.0c,3,2,C,2,0,control,,,2011-01-20,24,106.0,42.925294,2010-09-21,265823000,319985600,1165707,10426213,0.032583,0.032583,0.032583,5022,59135,0.000222,0.000222,0.000222,0.000005,0.006781111,,0.000022,,,,
