SampleID,Block,Time,Chamber,Fragmentation,Position,SampleControl,Notes,Date collected,Date analyzed,Temperature ( C) lab,Pressure (kPa) lab,_mol / ml,Calibration Date (most recent),C2H4 calibration slope,C2H2 Calibration slope,C2H2 Height,C2H2 Area,C2H2 _mol,C2H2 _mol (calc),_mol C2H2 / injection,C2H4 Height,C2H4 Area,C2H4 _mol,C2H4 _mol (calc),_mol C2H4 / injection,%C2H4 ml,%C2H4 ARA,Control,Blank,ARA (_mol/ml),ARA (_mol·m-2·d-1),ARA* (_mol/ml),ARA* (_mol·m-2·d-1)
24A-4.1,2,4,A,4,1,Sample,,,2011-02-17,25,106.4,42.942688,2010-09-21,265823000,319985600,52060037,483442370,1.510826,1.510825,1.510826,117078,1189858,0.004476,0.004476,0.004476,0.000104,0.002953867,0.000294,0.000024,0.004158,346.5,0.004452,371.0
24A-4.S,2,4,A,4,S,Sample,,,2011-02-17,25,106.3,42.902328,2010-09-21,265823000,319985600,51866744,482599997,1.508193,1.508193,1.508193,217486,2286129,0.008600,0.008600,0.008600,0.000200,0.005669857,0.000292,0.000024,0.008284,690.3,0.008576,714.7
24A-4.W,2,4,A,4,W,Sample,,,2011-02-17,25,106.3,42.902328,2010-09-21,265823000,319985600,53637353,480490400,1.501600,1.501600,1.501600,99320,983081,0.003698,0.003698,0.003698,0.000086,0.002456656,0.000292,0.000024,0.003382,281.8,0.003674,306.2
24B-1.0c,2,4,B,1,0,control,,,2011-02-17,25,106.3,42.902328,2010-09-21,265823000,319985600,500505,4371835,0.013663,0.013663,0.013663,5256,102744,0.000387,0.000387,0.000387,0.000009,0.027544484,,0.000009,,,,
24B-1.1c,2,4,B,1,1,control,,,2011-02-17,25,106.3,42.902328,2010-09-21,265823000,319985600,1150455,10705689,0.033457,0.033457,0.033457,8309,86890,0.000327,0.000327,0.000327,0.000008,0.009679138,,0.000009,,,,
24B-1.0,2,4,B,1,0,Sample,,,2011-02-17,25,106.2,42.861969,2010-09-21,265823000,319985600,54570256,493965455,1.543712,1.543712,1.543712,2712,17384,0.000065,0.000065,0.000065,0.000002,4.21045E-05,0.000387,0.000009,-0.000330,-27.5,0.000056,4.7
24B-1.1,2,4,B,1,1,Sample,,,2011-02-17,25,106.2,42.861969,2010-09-21,265823000,319985600,50787645,466411422,1.457601,1.457601,1.457601,53734,517706,0.001948,0.001948,0.001948,0.000045,0.001334659,0.000327,0.000009,0.001612,134.4,0.001939,161.6
24B-1.S,2,4,B,1,S,Sample,,,2011-02-17,25,106.2,42.861969,2010-09-21,265823000,319985600,55200165,482637833,1.508311,1.508311,1.508311,59534,564116,0.002122,0.002122,0.002122,0.000050,0.001404895,0.000357,0.000009,0.001756,146.4,0.002113,176.1
24B-1.W,2,4,B,1,W,Sample,,,2011-02-17,26,106.2,42.718618,2010-09-21,265823000,319985600,50937247,457975654,1.431238,1.431238,1.431238,26941,244524,0.000920,0.000920,0.000920,0.000022,0.000642387,0.000355,0.000009,0.000556,46.3,0.000911,75.9
24B-2.0c,2,4,B,2,0,control,,,2011-02-17,26,106.2,42.718618,2010-09-21,265823000,319985600,344082,3231795,0.010100,0.010100,0.010100,4001,60850,0.000229,0.000229,0.000229,0.000005,0.022170588,,0.000009,,,,
24B-2.1c,2,4,B,2,1,control,,,2011-02-17,26,106.2,42.718618,2010-09-21,265823000,319985600,1312360,11670873,0.036473,0.036473,0.036473,7753,78232,0.000294,0.000294,0.000294,0.000007,0.007996301,,0.000009,,,,
24B-2.0,2,4,B,2,0,Sample,,,2011-02-17,26,106.2,42.718618,2010-09-21,265823000,319985600,58635124,490221189,1.532010,1.532010,1.532010,15776,135088,0.000508,0.000508,0.000508,0.000012,0.000331481,0.000229,0.000009,0.000270,22.5,0.000499,41.6
24B-2.1,2,4,B,2,1,Sample,,,2011-02-17,26,106.2,42.718618,2010-09-21,265823000,319985600,62334617,523255655,1.635248,1.635248,1.635248,48693,448709,0.001688,0.001688,0.001688,0.000040,0.001031195,0.000294,0.000009,0.001385,115.4,0.001679,139.9
24B-2.S,2,4,B,2,S,Sample,,,2011-02-17,26,106.2,42.718618,2010-09-21,265823000,319985600,48588710,448166266,1.400583,1.400583,1.400583,14275,123457,0.000464,0.000464,0.000464,0.000011,0.000331181,0.000262,0.000009,0.000194,16.1,0.000455,37.9
24B-2.E,2,4,B,2,E,Sample,,,2011-02-17,26,106.2,42.718618,2010-09-21,265823000,319985600,58287887,509299763,1.591634,1.591633,1.591634,55039,517664,0.001947,0.001947,0.001947,0.000046,0.001221777,0.000262,0.000009,0.001677,139.7,0.001938,161.5
24B-3.0c,2,4,B,3,0,control,,,2011-02-17,26,106.2,42.718618,2010-09-21,265823000,319985600,507412,4733373,0.014792,0.014792,0.014792,5147,52899,0.000199,0.000199,0.000199,0.000005,0.013274631,,0.000009,,,,
24B-3.1c,2,4,B,3,1,control,,,2011-02-17,26,106.2,42.718618,2010-09-21,265823000,319985600,1282503,10840486,0.033878,0.033878,0.033878,12870,130232,0.000490,0.000490,0.000490,0.000011,0.014257449,,0.000009,,,,
24B-3.0,2,4,B,3,0,Sample,,,2011-02-17,25,106.1,42.821609,2010-09-21,265823000,319985600,51220547,462459464,1.445251,1.445251,1.445251,25415,228314,0.000859,0.000859,0.000859,0.000020,0.000594007,0.000199,0.000009,0.000651,54.2,0.000850,70.8
24B-3.1,2,4,B,3,1,Sample,,,2011-02-17,25,106.1,42.821609,2010-09-21,265823000,319985600,53798387,484522455,1.514201,1.514201,1.514201,99712,989617,0.003723,0.003723,0.003723,0.000087,0.002452692,0.000491,0.000009,0.003223,268.6,0.003714,309.5
24B-3.N,2,4,B,3,N,Sample,,,2011-02-17,25,106.1,42.821609,2010-09-21,265823000,319985600,54608295,494285504,1.544712,1.544712,1.544712,282745,2961238,0.011140,0.011140,0.011140,0.000260,0.007160064,0.000345,0.000009,0.010786,898.8,0.011131,927.6
24B-3.W,2,4,B,3,W,Sample,,,2011-02-17,25,106.1,42.821609,2010-09-21,265823000,319985600,47409623,459812372,1.436979,1.436978,1.436979,136023,1432898,0.005390,0.005390,0.005390,0.000126,0.003736908,0.000345,0.000009,0.005036,419.7,0.005381,448.4
24B-4.0c,2,4,B,4,0,control,,,2011-02-17,25,106.1,42.821609,2010-09-21,265823000,319985600,1688071,15409665,0.048157,0.048157,0.048157,8513,88041,0.000331,0.000331,0.000331,0.000008,0.006826431,,0.000009,,,,
24B-4.1c,2,4,B,4,1,control,,,2011-02-17,25,106.1,42.821609,2010-09-21,265823000,319985600,352360,3181186,0.009942,0.009942,0.009942,4755,48838,0.000184,0.000184,0.000184,0.000004,0.018171045,,0.000009,,,,
24B-4.0,2,4,B,4,0,Sample,,,2011-02-17,25,106.1,42.821609,2010-09-21,265823000,319985600,56549264,512182465,1.600642,1.600642,1.600642,35696,327973,0.001234,0.001234,0.001234,0.000029,0.000770347,0.000331,0.000009,0.000894,74.5,0.001225,102.1
24B-4.1,2,4,B,4,1,Sample,,,2011-02-17,25,106.1,42.821609,2010-09-21,265823000,319985600,53579210,479185900,1.497524,1.497523,1.497524,61512,588155,0.002213,0.002213,0.002213,0.000052,0.001475592,0.000184,0.000009,0.002020,168.3,0.002204,183.7
24B-4.N,2,4,B,4,N,Sample,,,2011-02-17,26,106.1,42.678393,2010-09-21,265823000,319985600,51826917,455608061,1.423839,1.423839,1.423839,84784,826142,0.003108,0.003108,0.003108,0.000073,0.002178077,0.000257,0.000009,0.002843,236.9,0.003099,258.3
24B-4.E,2,4,B,4,E,Sample,,,2011-02-17,26,106.1,42.678393,2010-09-21,265823000,319985600,50531451,452803946,1.415076,1.415076,1.415076,36900,341483,0.001285,0.001285,0.001285,0.000030,0.000907255,0.000257,0.000009,0.001020,85.0,0.001276,106.3
24C-1.0c,2,4,C,1,0,control,,,2011-02-18,25,104.4,42.135495,2010-09-21,265823000,319985600,1571698,14771867,0.046164,0.046164,0.046164,4750,49058,0.000185,0.000185,0.000185,0.000004,0.003991456,,0.000003,,,,
24C-1.1c,2,4,C,1,1,control,,,2011-02-18,25,104.4,42.135495,2010-09-21,265823000,319985600,1230617,11275394,0.035237,0.035237,0.035237,23189,251212,0.000945,0.000945,0.000945,0.000022,0.026117959,,0.000003,,,,
24C-1.0,2,4,C,1,0,Sample,,,2011-02-18,25,104.3,42.095135,2010-09-21,265823000,319985600,58790860,514455154,1.607745,1.607745,1.607745,46692,433736,0.001632,0.001632,0.001632,0.000039,0.001014057,0.000185,0.000003,0.001444,120.4,0.001629,135.8
24C-1.1,2,4,C,1,1,Sample,,,2011-02-18,25,104.3,42.095135,2010-09-21,265823000,319985600,54066219,492131288,1.537980,1.537979,1.537980,179886,1849867,0.006959,0.006959,0.006959,0.000165,0.004504385,0.000944,0.000003,0.006012,501.0,0.006956,579.7
24C-1.S,2,4,C,1,S,Sample,,,2011-02-18,26,104.2,41.914124,2010-09-21,265823000,319985600,51511243,454091337,1.419099,1.419099,1.419099,185868,1887121,0.007099,0.007099,0.007099,0.000169,0.00497757,0.000562,0.000003,0.006534,544.5,0.007096,591.3
24C-1.W,2,4,C,1,W,Sample,,,2011-02-18,26,104.2,41.914124,2010-09-21,265823000,319985600,48845103,447351767,1.398037,1.398037,1.398037,113691,1154745,0.004344,0.004344,0.004344,0.000104,0.003097589,0.000562,0.000003,0.003779,314.9,0.004341,361.8
24C-2.0c,2,4,C,2,0,control,,,2011-02-18,26,104.2,41.914124,2010-09-21,265823000,319985600,286260,2695496,0.008424,0.008424,0.008424,3700,39064,0.000147,0.000147,0.000147,0.000004,0.017150858,,0.000003,,,,
24C-2.1c,2,4,C,2,1,control,,,2011-02-18,26,104.2,41.914124,2010-09-21,265823000,319985600,1509337,13723327,0.042887,0.042887,0.042887,20383,217137,0.000817,0.000817,0.000817,0.000019,0.018693941,,0.000003,,,,
24C-2.0,2,4,C,2,0,Sample,,,2011-02-18,26,104.2,41.914124,2010-09-21,265823000,319985600,41324802,372838707,1.165174,1.165173,1.165174,2320,15871,0.000060,0.000060,0.000060,0.000001,5.14918E-05,0.000147,0.000003,-0.000090,-7.5,0.000057,4.8
24C-2.1,2,4,C,2,1,Sample,,,2011-02-18,26,104.2,41.914124,2010-09-21,265823000,319985600,53032673,473939763,1.481129,1.481128,1.481129,292797,3044911,0.011455,0.011455,0.011455,0.000273,0.00767461,0.000817,0.000003,0.010635,886.3,0.011452,954.3
24C-2.N,2,4,C,2,N,Sample,,,2011-02-18,26,104.2,41.914124,2010-09-21,265823000,319985600,52795668,462381062,1.445006,1.445006,1.445006,30512,276765,0.001041,0.001041,0.001041,0.000025,0.000719894,0.000482,0.000003,0.000556,46.3,0.001038,86.5
24C-2.E,2,4,C,2,E,Sample,,,2011-02-18,26,104.2,41.914124,2010-09-21,265823000,319985600,43752071,390788404,1.221269,1.221269,1.221269,1243,6733,0.000025,0.000025,0.000025,0.000001,2.04701E-05,0.000482,0.000003,-0.000460,-38.3,0.000022,1.8
24C-3.0c,2,4,C,3,0,control,,,2011-02-18,26,104.2,41.914124,2010-09-21,265823000,319985600,1333066,12279352,0.038375,0.038375,0.038375,9649,101827,0.000383,0.000383,0.000383,0.000009,0.009881831,,0.000003,,,,
24C-3.1c,2,4,C,3,1,control,,,2011-02-18,26,104.2,41.914124,2010-09-21,265823000,319985600,1615049,14996703,0.046867,0.046867,0.046867,10192,107200,0.000403,0.000403,0.000403,0.000010,0.008525492,,0.000003,,,,
24C-3.0,2,4,C,3,0,Sample,,,2011-02-18,26,104.2,41.914124,2010-09-21,265823000,319985600,51598182,448804193,1.402576,1.402576,1.402576,2944,18697,0.000070,0.000070,0.000070,0.000002,4.99057E-05,0.000383,0.000003,-0.000316,-26.3,0.000067,5.6
24C-3.1,2,4,C,3,1,Sample,,,2011-02-18,26,104.2,41.914124,2010-09-21,265823000,319985600,54846863,456483519,1.426575,1.426575,1.426575,91743,880338,0.003312,0.003312,0.003312,0.000079,0.002316267,0.000403,0.000003,0.002906,242.2,0.003309,275.8
24C-3.N,2,4,C,3,N,Sample,,,2011-02-18,26,104.2,41.914124,2010-09-21,265823000,319985600,56403907,499910480,1.562291,1.562291,1.562291,3778,26280,0.000099,0.000099,0.000099,0.000002,6.33645E-05,0.000393,0.000003,-0.000297,-24.7,0.000096,8.0
24C-3.W,2,4,C,3,W,Sample,,,2011-02-18,26,104.2,41.914124,2010-09-21,265823000,319985600,48176797,441206463,1.378832,1.378832,1.378832,199125,2078075,0.007818,0.007818,0.007818,0.000187,0.005638049,0.000393,0.000003,0.007422,618.5,0.007815,651.3
24C-4.0c,2,4,C,4,0,control,,,2011-02-18,26,104.2,41.914124,2010-09-21,265823000,319985600,609696,5517361,0.017243,0.017243,0.017243,4528,46635,0.000175,0.000175,0.000175,0.000004,0.010047078,,0.000003,,,,
24C-4.1c,2,4,C,4,1,control,,,2011-02-18,26,104.2,41.914124,2010-09-21,265823000,319985600,1542662,14350002,0.044846,0.044846,0.044846,12433,145982,0.000549,0.000549,0.000549,0.000013,0.012093843,,0.000003,,,,
24C-4.0,2,4,C,4,0,Sample,,,2011-02-18,26,104.2,41.914124,2010-09-21,265823000,319985600,26961908,248740474,0.777349,0.777349,0.777349,1835,12388,0.000047,0.000047,0.000047,0.000001,6.04582E-05,0.000175,0.000003,-0.000131,-10.9,0.000044,3.7
24C-4.1,2,4,C,4,1,Sample,,,2011-02-18,26,104.2,41.914124,2010-09-21,265823000,319985600,46919799,437496375,1.367238,1.367238,1.367238,87232,877368,0.003301,0.003301,0.003301,0.000079,0.002408541,0.000549,0.000003,0.002749,229.1,0.003298,274.8
24C-4.S,2,4,C,4,S,Sample,,,2011-02-18,26,104.2,41.914124,2010-09-21,265823000,319985600,49365562,456799798,1.427564,1.427564,1.427564,48523,464855,0.001749,0.001749,0.001749,0.000042,0.001223665,0.000362,0.000003,0.001384,115.3,0.001746,145.5
24C-4.E,2,4,C,4,E,Sample,,,2011-02-18,26,104.2,41.914124,2010-09-21,265823000,319985600,54979698,494744872,1.546147,1.546147,1.546147,3188,29121,0.000110,0.000110,0.000110,0.000003,7.11395E-05,0.000362,0.000003,-0.000255,-21.2,0.000107,8.9
34A-G1,3,4,A,C,1,blank,,,2011-02-21,25,106.2,42.861969,2010-09-21,265823000,319985600,54673170,495099161,1.547255,1.547255,1.547255,1187,6739,0.000025,0.000025,0.000025,0.000001,1.61574E-05,,0.000025,,,,
34C-G2,3,4,C,A,2,blank,,,2011-02-21,25,106.2,42.861969,2010-09-21,265823000,319985600,58492370,530063263,1.656522,1.656522,1.656522,1969,10235,0.000039,0.000039,0.000039,0.000001,2.35427E-05,,0.000039,,,,
34B-G3,3,4,B,0,3,blank,,,2011-02-21,25,106.2,42.861969,2010-09-21,265823000,319985600,57539566,518142464,1.619268,1.619268,1.619268,1121,6335,0.000024,0.000024,0.000024,0.000001,1.48213E-05,,0.000024,,,,
34B-G4,3,4,B,9,4,blank,,,2011-02-21,25,106.2,42.861969,2010-09-21,265823000,319985600,53526936,491246160,1.535214,1.535213,1.535214,609,2940,0.000011,0.000011,0.000011,0.000000,7.16507E-06,,0.000024,,,,
34A-1.0c,3,4,A,1,0,control,,,2011-02-21,25,106.0,42.781249,2010-09-21,265823000,319985600,988889,9199504,0.028750,0.028750,0.028750,10978,118288,0.000445,0.000445,0.000445,0.000010,0.015242336,,0.000025,,,,
34A-1.1c,3,4,A,1,1,control,,,2011-02-21,25,106.0,42.781249,2010-09-21,265823000,319985600,273471,2498697,0.007809,0.007809,0.007809,4529,48828,0.000184,0.000184,0.000184,0.000004,0.023020143,,0.000025,,,,
34A-1.0,3,4,A,1,0,Sample,,,2011-02-21,25,106.0,42.781249,2010-09-21,265823000,319985600,56437331,517706919,1.617907,1.617907,1.617907,112741,1129326,0.004248,0.004248,0.004248,0.000099,0.002618739,0.000445,0.000025,0.003778,314.8,0.004223,351.9
34A-1.1,3,4,A,1,1,Sample,,,2011-02-21,25,106.0,42.781249,2010-09-21,265823000,319985600,52395827,470998613,1.471937,1.471937,1.471937,86476,848088,0.003190,0.003190,0.003190,0.000075,0.002162526,0.000184,0.000025,0.002981,248.4,0.003165,263.8
34A-1.S,3,4,A,1,S,Sample,,,2011-02-21,25,106.0,42.781249,2010-09-21,265823000,319985600,46595346,424910737,1.327906,1.327906,1.327906,125919,1280741,0.004818,0.004818,0.004818,0.000113,0.003615152,0.000315,0.000025,0.004479,373.2,0.004793,399.4
34A-1.E,3,4,A,1,E,Sample,,,2011-02-21,25,106.0,42.781249,2010-09-21,265823000,319985600,57763548,509265739,1.591527,1.591527,1.591527,60905,577417,0.002172,0.002172,0.002172,0.000051,0.001362867,0.000315,0.000025,0.001833,152.7,0.002147,178.9
34A-2.0c,3,4,A,2,0,control,,,2011-02-21,26,106.1,42.678393,2010-09-21,265823000,319985600,1335946,12392658,0.038729,0.038729,0.038729,10647,111217,0.000418,0.000418,0.000418,0.000010,0.010677702,,0.000025,,,,
34A-2.1c,3,4,A,2,1,control,,,2011-02-21,26,106.1,42.678393,2010-09-21,265823000,319985600,1296835,11939156,0.037312,0.037312,0.037312,9377,123326,0.000464,0.000464,0.000464,0.000011,0.012282931,,0.000025,,,,
34A-2.0,3,4,A,2,0,Sample,,,2011-02-21,26,106.1,42.678393,2010-09-21,265823000,319985600,44673117,398651278,1.245841,1.245841,1.245841,73052,723011,0.002720,0.002720,0.002720,0.000064,0.002178508,0.000418,0.000025,0.002277,189.8,0.002695,224.6
34A-2.1,3,4,A,2,1,Sample,,,2011-02-21,26,106.1,42.678393,2010-09-21,265823000,319985600,56500784,476569485,1.489347,1.489347,1.489347,141252,1381915,0.005199,0.005199,0.005199,0.000122,0.003478648,0.000464,0.000025,0.004710,392.5,0.005174,431.2
34A-2.S,3,4,A,2,S,Sample,,,2011-02-21,26,106.2,42.718618,2010-09-21,265823000,319985600,53399235,454828257,1.421402,1.421402,1.421402,183242,1833990,0.006899,0.006899,0.006899,0.000161,0.004830214,0.000441,0.000025,0.006433,536.1,0.006874,572.8
34A-2.W,3,4,A,2,W,Sample,,,2011-02-21,26,106.2,42.718618,2010-09-21,265823000,319985600,55149533,513276365,1.604061,1.604061,1.604061,256297,2716146,0.010218,0.010218,0.010218,0.000239,0.006329761,0.000441,0.000025,0.009752,812.6,0.010193,849.4
34A-3.0c,3,4,A,3,0,control,,,2011-02-22,25,106.9,43.144486,2010-09-21,265823000,319985600,354007,3261128,0.010191,0.010191,0.010191,7523,87770,0.000330,0.000330,0.000330,0.000008,0.03136584,,0.000025,,,,
34A-3.1c,3,4,A,3,1,control,,,2011-02-22,25,106.9,43.144486,2010-09-21,265823000,319985600,1153140,11128042,0.034777,0.034777,0.034777,11294,124550,0.000469,0.000469,0.000469,0.000011,0.013306474,,0.000025,,,,
34A-3.0,3,4,A,3,0,Sample,,,2011-02-22,25,106.9,43.144486,2010-09-21,265823000,319985600,49405433,460728931,1.439843,1.439843,1.439843,239210,2540633,0.009558,0.009558,0.009558,0.000222,0.006594448,0.000330,0.000025,0.009203,766.9,0.009533,794.4
34A-3.1,3,4,A,3,1,Sample,,,2011-02-22,25,106.9,43.144486,2010-09-21,265823000,319985600,52212152,476260397,1.488381,1.488381,1.488381,146165,1496050,0.005628,0.005628,0.005628,0.000130,0.003767046,0.000469,0.000025,0.005134,427.8,0.005603,466.9
34A-3.N,3,4,A,3,N,Sample,,,2011-02-22,25,106.9,43.144486,2010-09-21,265823000,319985600,55103520,516045785,1.612716,1.612716,1.612716,161019,1678847,0.006316,0.006316,0.006316,0.000146,0.003901096,0.000400,0.000025,0.005891,490.9,0.006291,524.2
34A-3.W,3,4,A,3,W,Sample,,,2011-02-22,25,107.0,43.184846,2010-09-21,265823000,319985600,54685029,506925147,1.584213,1.584212,1.584213,139162,1427582,0.005370,0.005370,0.005370,0.000124,0.003378244,0.000400,0.000025,0.004945,412.1,0.005345,445.4
34A-4.0c,3,4,A,4,0,control,,,2011-02-22,26,107.0,43.040415,2010-09-21,265823000,319985600,1667409,15961959,0.049883,0.049883,0.049883,19252,211484,0.000796,0.000796,0.000796,0.000018,0.015706703,,0.000025,,,,
34A-4.1c,3,4,A,4,1,control,,,2011-02-22,26,107.0,43.040415,2010-09-21,265823000,319985600,8644,93006,0.000291,0.000291,0.000291,3312,34279,0.000129,0.000129,0.000129,0.000003,0.307142857,,0.000025,,,,
34A-4.0,3,4,A,4,0,Sample,,,2011-02-22,26,107.0,43.040415,2010-09-21,265823000,319985600,50878224,484211317,1.513229,1.513228,1.513229,106255,1087644,0.004092,0.004092,0.004092,0.000095,0.002696858,0.000796,0.000025,0.003271,272.6,0.004067,338.9
34A-4.1,3,4,A,4,1,Sample,,,2011-02-22,26,107.0,43.040415,2010-09-21,265823000,319985600,39172351,377665073,1.180257,1.180256,1.180257,148820,1584924,0.005962,0.005962,0.005962,0.000139,0.005026053,0.000129,0.000025,0.005808,484.0,0.005937,494.7
34A-4.N,3,4,A,4,N,Sample,,,2011-02-22,26,107.0,43.040415,2010-09-21,265823000,319985600,51503033,476052424,1.487731,1.487731,1.487731,273511,2900938,0.010913,0.010913,0.010913,0.000254,0.007281916,0.000463,0.000025,0.010425,868.8,0.010888,907.3
34A-4.E,3,4,A,4,E,Sample,,,2011-02-22,26,107.0,43.040415,2010-09-21,265823000,319985600,46573811,425863287,1.330883,1.330883,1.330883,186930,1946896,0.007324,0.007324,0.007324,0.000170,0.005472995,0.000463,0.000025,0.006836,569.7,0.007299,608.2
34B-1.0c,3,4,B,1,0,control,,,2011-02-22,26,106.9,43.000190,2010-09-21,265823000,319985600,169256,1584375,0.004951,0.004951,0.004951,3875,42663,0.000160,0.000160,0.000160,0.000004,0.031305028,,0.000024,,,,
34B-1.1c,3,4,B,1,1,control,,,2011-02-22,26,106.9,43.000190,2010-09-21,265823000,319985600,1507456,14311117,0.044724,0.044724,0.044724,24381,269282,0.001013,0.001013,0.001013,0.000024,0.02214837,,0.000024,,,,
34B-1.0,3,4,B,1,0,Sample,,,2011-02-22,26,107.0,43.040415,2010-09-21,265823000,319985600,46355588,442662084,1.383381,1.383381,1.383381,782,3380,0.000013,0.000013,0.000013,0.000000,9.39718E-06,0.000160,0.000024,-0.000171,-14.3,-0.000011,-0.9
34B-1.1,3,4,B,1,1,Sample,,,2011-02-22,26,107.0,43.040415,2010-09-21,265823000,319985600,50124938,484486538,1.514089,1.514089,1.514089,162247,1722979,0.006482,0.006482,0.006482,0.000151,0.004262872,0.001014,0.000024,0.005444,453.7,0.006458,538.2
34B-1.N,3,4,B,1,N,Sample,,,2011-02-22,26,107.0,43.040415,2010-09-21,265823000,319985600,48439198,467079715,1.459690,1.459690,1.459690,222844,2397485,0.009019,0.009019,0.009019,0.000210,0.006140767,0.000587,0.000024,0.008408,700.7,0.008995,749.6
34B-1.E,3,4,B,1,E,Sample,,,2011-02-22,26,107.0,43.040415,2010-09-21,265823000,319985600,55131378,493446259,1.542089,1.542089,1.542089,101830,1007695,0.003791,0.003791,0.003791,0.000088,0.002452325,0.000587,0.000024,0.003180,265.0,0.003767,313.9
34B-2.0c,3,4,B,2,0,control,,,2011-02-22,26,107.0,43.040415,2010-09-21,265823000,319985600,1245844,11798594,0.036872,0.036872,0.036872,12217,131188,0.000494,0.000494,0.000494,0.000011,0.013220575,,0.000024,,,,
34B-2.1c,3,4,B,2,1,control,,,2011-02-22,26,107.0,43.040415,2010-09-21,265823000,319985600,1619942,15558549,0.048623,0.048623,0.048623,15496,169735,0.000639,0.000639,0.000639,0.000015,0.012971459,,0.000024,,,,
34B-2.0,3,4,B,2,0,Sample,,,2011-02-22,26,107.0,43.040415,2010-09-21,265823000,319985600,53173383,505580165,1.580009,1.580009,1.580009,101967,1038947,0.003908,0.003908,0.003908,0.000091,0.002467301,0.000494,0.000024,0.003390,282.5,0.003884,323.7
34B-2.1,3,4,B,2,1,Sample,,,2011-02-22,26,107.0,43.040415,2010-09-21,265823000,319985600,49914491,464178553,1.450623,1.450623,1.450623,84531,846163,0.003183,0.003183,0.003183,0.000074,0.002189426,0.000639,0.000024,0.002520,210.0,0.003159,263.2
34B-2.N,3,4,B,2,N,Sample,,,2011-02-22,26,107.0,43.040415,2010-09-21,265823000,319985600,50300485,456744217,1.427390,1.427390,1.427390,1935,11823,0.000044,0.000044,0.000044,0.000001,3.08245E-05,0.000567,0.000024,-0.000547,-45.5,0.000020,1.7
34B-2.W,3,4,B,2,W,Sample,,,2011-02-22,26,107.0,43.040415,2010-09-21,265823000,319985600,52287405,502691049,1.570980,1.570980,1.570980,66185,658058,0.002476,0.002476,0.002476,0.000058,0.001573606,0.000567,0.000024,0.001885,157.1,0.002452,204.3
34B-3.0c,3,4,B,3,0,control,,,2011-02-22,26,107.0,43.040415,2010-09-21,265823000,319985600,1421181,13976487,0.043678,0.043678,0.043678,16817,186912,0.000703,0.000703,0.000703,0.000016,0.015840112,,0.000024,,,,
34B-3.1c,3,4,B,3,1,control,,,2011-02-22,26,107.0,43.040415,2010-09-21,265823000,319985600,253293,2457453,0.007680,0.007680,0.007680,6899,75390,0.000284,0.000284,0.000284,0.000007,0.035660472,,0.000024,,,,
34B-3.0,3,4,B,3,0,Sample,,,2011-02-22,26,107.0,43.040415,2010-09-21,265823000,319985600,50127323,477343816,1.491767,1.491767,1.491767,57241,561833,0.002114,0.002114,0.002114,0.000049,0.001415106,0.000703,0.000024,0.001387,115.6,0.002090,174.2
34B-3.1,3,4,B,3,1,Sample,,,2011-02-22,26,107.0,43.040415,2010-09-21,265823000,319985600,51374204,485698228,1.517875,1.517875,1.517875,100933,1026198,0.003860,0.003860,0.003860,0.000090,0.002536578,0.000284,0.000024,0.003552,296.0,0.003836,319.7
34B-3.S,3,4,B,3,S,Sample,,,2011-02-22,26,107.0,43.040415,2010-09-21,265823000,319985600,49700208,489236505,1.528933,1.528933,1.528933,132880,1405324,0.005287,0.005287,0.005287,0.000123,0.003446051,0.000494,0.000024,0.004769,397.5,0.005263,438.6
34B-3.W,3,4,B,3,W,Sample,,,2011-02-22,26,107.0,43.040415,2010-09-21,265823000,319985600,50754631,485859719,1.518380,1.518380,1.518380,62622,618894,0.002328,0.002328,0.002328,0.000054,0.001530866,0.000494,0.000024,0.001810,150.9,0.002304,192.0
34B-4.0c,3,4,B,4,0,control,,,2011-02-22,26,107.0,43.040415,2010-09-21,265823000,319985600,1163522,10482118,0.032758,0.032758,0.032758,9461,96668,0.000364,0.000364,0.000364,0.000008,0.010989675,,0.000024,,,,
34B-4.1c,3,4,B,4,1,control,,,2011-02-22,26,107.0,43.040415,2010-09-21,265823000,319985600,1155875,10610610,0.033160,0.033160,0.033160,14220,151961,0.000572,0.000572,0.000572,0.000013,0.016957192,,0.000024,,,,
34B-4.0,3,4,B,4,0,Sample,,,2011-02-22,26,107.0,43.040415,2010-09-21,265823000,319985600,48996124,462284599,1.444705,1.444704,1.444705,101813,1038868,0.003908,0.003908,0.003908,0.000091,0.002697753,0.000364,0.000024,0.003520,293.3,0.003884,323.7
34B-4.1,3,4,B,4,1,Sample,,,2011-02-22,26,107.0,43.040415,2010-09-21,265823000,319985600,52742476,480086805,1.500339,1.500339,1.500339,138597,1407614,0.005295,0.005295,0.005295,0.000123,0.003516791,0.000572,0.000024,0.004699,391.6,0.005271,439.2
34B-4.S,3,4,B,4,S,Sample,,,2011-02-22,26,107.1,43.080640,2010-09-21,265823000,319985600,51594276,466614564,1.458236,1.458236,1.458236,21966,194123,0.000730,0.000730,0.000730,0.000017,0.000500354,0.000468,0.000024,0.000237,19.8,0.000706,58.8
34B-4.E,3,4,B,4,E,Sample,,,2011-02-22,26,107.1,43.080640,2010-09-21,265823000,319985600,43251634,413178885,1.291242,1.291242,1.291242,38240,368285,0.001385,0.001385,0.001385,0.000032,0.001071461,0.000468,0.000024,0.000892,74.4,0.001361,113.4
