"SampleID","Block","Time","Chamber","Frag","Pos","ARA.dwt","Cells.dwt","Nostoc","Nostoc.H","Stigonema","Stigonema.H","Other.cells","Cells","Cells.g","Cells.m","Hcells","Hcells.g","Hcells.m","ARA.ml","ARA.m","H2O","H2O.wwt","Position","Nfix","ARA.g"
"61C-3.I","6","1","C","3","I",515.7,42,4,0,31,1,0,19444.4444444444,925925.925925926,795833333.333333,555.555555555556,26455.0264550265,22738095.2380952,0.0115143782735209,959.531522793405,4.11056682995102,0.804326988908668,"I",319.843840931135,2.23276677787878e-05
"61C-3.S","6","1","C","3","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.51217264791465e-05,-7.09347720659554,2.42857142857143,0.708333333333333,"S",-2.36449240219851,NA
"61C-3.E","6","1","C","3","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000227878273520854,18.9898561267378,3.08578912901113,0.755249238660041,"E",6.32995204224593,NA
"61C-4.O","6","1","C","4","O",341.7,39.5,0,0,0,0,0,0,0,0,0,0,0,-0.000196621726479146,-16.3851438732622,0.820823244552056,0.450797872340425,"O",-5.46171462442073,-5.75422085101394e-07
"61C-4.I","6","1","C","4","I",501.3,46,0,0,0,0,0,0,0,0,0,0,0,-1.62172647914647e-06,-0.135143873262206,5.22147239263804,0.839266344541958,"I",-0.0450479577540686,-3.23504184948428e-09
"61C-4.N","6","1","C","4","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000156621726479146,-13.0518105399289,5.1127946127946,0.836408702836684,"N",-4.35060351330962,NA
"61C-4.E","6","1","C","4","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-5.86217264791464e-05,-4.8851438732622,3.80498374864572,0.791882750845547,"E",-1.6283812910874,NA
"71A-1.O","7","1","A","1","O",382.5,33.5,6,1,5.5,1,0,575,34328.3582089552,21884328.3582090,100,5970.14925373134,3805970.14925373,0.000712635826771653,59.3863188976378,5.10608345902464,0.836228900782215,"O",19.7954396325459,1.86310020071021e-06
"71A-1.I","7","1","A","1","I",581.5,49.6,0,0,38.5,2,0,21388.8888888889,862455.197132617,835862828.55436,1111.11111111111,44802.8673835125,43421445.6391876,0.00556863582677165,464.052985564304,5.17566885411408,0.838074219388589,"I",154.684328521435,9.57632988266836e-06
"71A-1.S","7","1","A","1","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000122864173228346,-10.2386811023622,5.57229280096794,0.847846097201767,"S",-3.4128937007874,NA
"71A-1.E","7","1","A","1","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000220864173228347,-18.4053477690289,4.94078656650464,0.831672121392443,"E",-6.13511592300963,NA
"71A-2.O","7","1","A","2","O",463.1,49,8.5,2.5,8,0,3.5,4033.33333333333,164625.850340136,127063718.820862,125,5102.04081632653,3937925.17006803,0.00146554613681102,122.128844734252,3.02941176470588,0.751824817518248,"O",40.7096149114173,3.16464292120713e-06
"71A-2.I","7","1","A","2","I",441.2,28.5,25.5,2.5,2,0,0,15277.7777777778,1072124.75633528,788369070.825211,1388.88888888889,97465.8869395712,71669915.5295647,0.00108054613681102,90.0455114009186,2.99745287824758,0.749840703453549,"I",30.0151704669729,2.44910729104946e-06
"71A-2.N","7","1","A","2","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000621546136811024,51.7955114009186,3.04922566371682,0.753039202294769,"N",17.2651704669729,NA
"71A-2.E","7","1","A","2","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000125546136811024,10.4621780675853,2.92076677316294,0.744947848761408,"E",3.4873926891951,NA
"71A-3.O","7","1","A","3","O",429.3,37.9,0,0,5,1,0,250,13192.6121372032,9439313.98416887,50,2638.52242744063,1887862.79683377,-3.45634842519685e-05,-2.88029035433070,3.34653465346534,0.769931662870159,"O",-0.960096784776901,-8.05112607779372e-08
"71A-3.I","7","1","A","3","I",417.2,23.3,0,0,0,0,0,0,0,0,0,0,0,-5.75634842519686e-05,-4.79695702099738,2.62468982630273,0.724114324833134,"I",-1.59898567366579,-1.37975753240577e-07
"71A-3.S","7","1","A","3","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000311436515748031,25.9530429790026,2.92614770459082,0.745297407219115,"S",8.6510143263342,NA
"71A-3.W","7","1","A","3","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00131843651574803,109.869709645669,3.09723698193412,0.75593308260926,"W",36.6232365485564,NA
"71A-4.O","7","1","A","4","O",566.2,28.3,1,0,0,0,0,50,3533.56890459364,3334511.18963487,0,0,0,0.000393436515748031,32.7863763123360,3.91280276816609,0.79645020425412,"O",10.9287921041120,6.94871981186915e-07
"71A-4.I","7","1","A","4","I",525.1,39.7,87.5,3.5,5,0,0,4625,232997.481108312,203911628.883291,175,8816.120906801,7715575.14693535,0.00118543651574803,98.786376312336,3.08164447017951,0.755000709320471,"I",32.928792104112,2.25754430727106e-06
"71A-4.N","7","1","A","4","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00171167088979059,142.639240815882,5.08265497808391,0.835598105826642,"N",47.5464136052941,NA
"71A-4.W","7","1","A","4","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000710670889790588,59.2225741492157,4.28363123236124,0.810736223626814,"W",19.7408580497386,NA
"71B-1.O","7","1","B","1","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00337114574719545,280.928812266288,2.57573322619526,0.720337078651685,"O",93.6429374220959,NA
"71B-1.I","7","1","B","1","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000664624511674216,55.3853759728514,2.51285583103765,0.715331329238008,"I",18.4617919909505,NA
"71B-1.S","7","1","B","1","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000273885129434834,22.8237607862362,3.34984520123839,0.770106761565836,"S",7.60792026207873,NA
"71B-1.E","7","1","B","1","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000562885129434834,46.9070941195695,2.19924457034939,0.687426210153483,"E",15.6356980398565,NA
"71B-2.O","7","1","B","2","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.05752952755905e-05,-0.88127460629921,1.59884635553225,0.615213882163035,"O",-0.293758202099737,NA
"71B-2.I","7","1","B","2","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00107542470472441,89.6187253937008,2.10920770877944,0.678374655647383,"I",29.8729084645669,NA
"71B-2.N","7","1","B","2","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000156075295275591,-13.0062746062992,0.876190476190477,0.467005076142132,"N",-4.3354248687664,NA
"71B-2.W","7","1","B","2","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000230733193541025,-19.2277661284187,1.45018007202881,0.59186673199412,"W",-6.40925537613958,NA
"71B-3.O","7","1","B","3","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0064074812992126,533.956774934383,2.75292081350065,0.733540873976709,"O",177.985591644794,NA
"71B-3.I","7","1","B","3","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.54812992125984e-05,5.4567749343832,2.10231923601637,0.677660510114336,"I",1.81892497812773,NA
"71B-3.S","7","1","B","3","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0015009812992126,125.081774934383,2.86039886039886,0.740959409594096,"S",41.6939249781277,NA
"71B-3.W","7","1","B","3","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0046849812992126,390.415108267717,2.77139979859013,0.734846461949266,"W",130.138369422572,NA
"71B-4.O","7","1","B","4","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000365518700787401,-30.4598917322835,3.21578701541336,0.762796366053623,"O",-10.1532972440945,NA
"71B-4.I","7","1","B","4","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000204518700787402,-17.0432250656168,2.25627118644068,0.692900270664168,"I",-5.68107502187227,NA
"71B-4.N","7","1","B","4","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000306118779413332,-25.5098982844444,2.85882352941177,0.740853658536585,"N",-8.50329942814812,NA
"71B-4.E","7","1","B","4","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.28812205866676e-05,2.74010171555563,2.25693893735131,0.692963233503774,"E",0.913367238518545,NA
"71C-1.O","7","1","C","1","O",498.8,40.2,18,2,6,0.5,0,13333.3333333333,663349.91708126,551464897.733555,1388.88888888889,69098.9496959646,57444260.1805786,0.000103385826771654,8.61548556430446,2.70861833105335,0.730357801549244,"O",2.87182852143482,2.07269099381823e-07
"71C-1.I","7","1","C","1","I",506.2,36,0,0,0,0,0.5,25,1388.88888888889,1171759.25925926,0,0,0,-7.26141732283464e-05,-6.0511811023622,5.19318734793187,0.838532254262591,"I",-2.01706036745407,-1.43449571766785e-07
"71C-1.S","7","1","C","1","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00167588582677165,139.657152230971,4.60596026490066,0.821618428824572,"S",46.5523840769904,NA
"71C-1.W","7","1","C","1","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-8.71141732283464e-05,-7.25951443569554,4.15073765234124,0.80585305105853,"W",-2.41983814523185,NA
"71C-2.O","7","1","C","2","O",277.2,32.5,38,2,0,0,0.5,1925,118461.538461538,54729230.7692308,100,6153.84615384615,2843076.92307692,-0.000222358690637303,-18.5298908864419,0.0286133528980202,0.0278174037089882,"O",-6.17663029548064,-8.0215977863385e-07
"71C-2.I","7","1","C","2","I",554.2,62,6,0,39.5,1,0,25277.7777777778,815412.186379928,753169056.152927,555.555555555556,17921.146953405,16553166.0692951,0.000754821973425197,62.9018311187664,3.21114864864865,0.76253509827517,"I",20.9672770395888,1.36200283909274e-06
"71C-2.N","7","1","C","2","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00120423164139395,100.352636782829,2.99882629107981,0.749926621661286,"N",33.4508789276096,NA
"71C-2.E","7","1","C","2","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000339768358606053,-28.3140298838378,1.61579200770342,0.617706607767348,"E",-9.43800996127925,NA
"71C-3.O","7","1","C","3","O",289.2,49.3,22,1.5,11,2,0.5,6225,252535.496957404,121722109.533469,427.777777777778,17354.0680640072,8364660.80685148,-0.000164076771653543,-13.6730643044619,0.0498511904761917,0.047484053862510,"O",-4.55768810148731,-5.67347066575184e-07
"71C-3.I","7","1","C","3","I",367.8,44.6,10,1,88,2.5,0,54444.4444444444,2441454.90782262,1496611858.49527,1944.44444444444,87194.8181365222,53450423.5176881,0.00566292322834646,471.910269028871,3.96492307692308,0.798587010411502,"I",157.303423009624,1.53967461347103e-05
"71C-3.S","7","1","C","3","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.44434611602753e-05,5.37028843002294,3.43140028288543,0.774337695499521,"S",1.79009614334098,NA
"71C-3.E","7","1","C","3","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000440556538839725,-36.7130449033104,1.69083717864206,0.628368446839785,"E",-12.2376816344368,NA
"71C-4.O","7","1","C","4","O",276.3,31.6,0,0,0,0,0,0,0,0,0,0,0,-0.000157779527559055,-13.1482939632546,0.0897994768962512,0.0824000000000001,"O",-4.3827646544182,-5.71044254647322e-07
"71C-4.I","7","1","C","4","I",656.5,63.6,0,0,304,19.5,0,168888.888888889,5310971.3487072,5811087817.37713,10833.3333333333,340670.859538784,372750698.81202,0.00206965551181102,172.471292650919,3.37129012719564,0.771234585007621,"I",57.4904308836395,3.1525598047388e-06
"71C-4.N","7","1","C","4","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000270562007874016,-22.5468339895013,3.02790395846853,0.751731915579185,"N",-7.51561132983377,NA
"71C-4.W","7","1","C","4","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000390562007874016,-32.5468339895013,2.40447641886491,0.70626907724818,"W",-10.8489446631671,NA
"81A-1.O","8","1","A","1","O",500.7,48.4,0,0,29.5,2,0,1475,60950.4132231405,50863119.8347108,100,4132.23140495868,3448347.10743802,-9.02997987927565e-05,-7.52498323272971,4.08538587848934,0.803358088472716,"O",-2.50832774424324,-1.80347111629232e-07
"81A-1.I","8","1","A","1","I",490.8,61.9,59.5,3.5,17.5,0,0,3850,124394.184168013,101754442.649435,175,5654.28109854604,4625201.93861066,0.000119700201207243,9.9750167672703,4.95108135942327,0.831963312278273,"I",3.3250055890901,2.43887940520056e-07
"81A-1.S","8","1","A","1","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00118720020120724,98.9333501006036,4.92329873125721,0.831175153344368,"S",32.9777833668679,NA
"81A-1.W","8","1","A","1","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.72002012072435e-05,1.43335010060362,5.42627206645898,0.844388785650804,"W",0.477783366867874,NA
"81A-2.O","8","1","A","2","O",481,36,0,0,16,1,0.5,825,45833.3333333333,36743055.5555556,50,2777.77777777778,2226851.85185185,-0.000147927247679401,-12.3272706399501,3.27289603960396,0.765966690803765,"O",-4.1090902133167,-3.0754105546653e-07
"81A-2.I","8","1","A","2","I",522.8,36.8,0,0,42.5,3,0,19313.8888888889,1049667.87439614,914610607.8905,908.333333333333,49365.9420289855,43014190.8212560,1.31524960574256e-05,1.0960413381188,3.6965678627145,0.787078558379007,"I",0.365347112706267,2.51577965903321e-08
"81A-2.N","8","1","A","2","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.41126241890123e-05,7.8427186824177,6.30920162381597,0.863186151994816,"N",2.6142395608059,NA
"81A-2.E","8","1","A","2","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.51126241890123e-05,7.0927186824177,3.16355140186917,0.759820426487094,"E",2.3642395608059,NA
"81A-3.O","8","1","A","3","O",577,58.4,0,0,215.5,13.5,0,119722.222222222,4100076.10350076,3942906519.53323,7500,256849.315068493,247003424.657534,0.000355511572934108,29.6259644111757,3.70437710437711,0.787432006870885,"O",9.8753214703919,6.16137908031383e-07
"81A-3.I","8","1","A","3","I",485.7,47.7,0,0,35,2.5,0,19444.4444444444,815280.689494526,659969718.145819,1388.88888888889,58234.3349638947,47140694.1532728,-8.32736418511066e-05,-6.93947015425889,3.09414929388029,0.755749014454665,"I",-2.31315671808630,-1.71450775892746e-07
"81A-3.S","8","1","A","3","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000224881034458499,-18.7400862048749,2.74357090374724,0.732875368007851,"S",-6.24669540162498,NA
"81A-3.E","8","1","A","3","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000114606604564252,-9.55055038035436,2.73366834170854,0.732166890982503,"E",-3.18351679345145,NA
"81A-4.O","8","1","A","4","O",553.8,39.3,0,0,60.5,2.5,0,33611.1111111111,1710489.11506927,1578781453.20893,1388.88888888889,70681.3683912921,65238903.0251626,-8.920523138833e-05,-7.43376928236083,4.02851458885942,0.80113411578531,"O",-2.47792309412028,-1.61078424319845e-07
"81A-4.I","8","1","A","4","I",486.4,42.8,0,0,437.5,25,0,243055.555555556,11357736.2409138,9207338179.3008,13888.8888888889,649013.499480789,526133610.24576,-2.49713244360849e-05,-2.08094370300708,3.56619144602851,0.78099910793934,"I",-0.693647901002359,-5.13390716202404e-08
"81A-4.N","8","1","A","4","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0006147455313627,51.228794280225,3.56294964028777,0.780843515963737,"N",17.076264760075,NA
"81A-4.W","8","1","A","4","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000147029087261785,-12.2524239384821,3.29880774962743,0.767377361761137,"W",-4.08414131282737,NA
"81B-1.O","8","1","B","1","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000137999042624043,-11.4999202186702,4.39171544349392,0.814530271398747,"O",-3.83330673955674,NA
"81B-1.I","8","1","B","1","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000127148809523810,10.5957341269841,4.65659340659340,0.823215152986887,"I",3.53191137566138,NA
"81B-1.N","8","1","B","1","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000194360886327578,16.1967405272982,5.04098893949253,0.834464189553043,"N",5.39891350909939,NA
"81B-1.W","8","1","B","1","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000154639113672422,-12.8865928060352,3.65069356872635,0.78497830802603,"W",-4.29553093534506,NA
"81B-2.O","8","1","B","2","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.49366938865942e-05,2.91139115721618,4.12146892655367,0.804743519029233,"O",0.97046371907206,NA
"81B-2.I","8","1","B","2","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000407099206349206,33.9249338624339,3.77895595432301,0.790749274620243,"I",11.3083112874780,NA
"81B-2.N","8","1","B","2","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.15179501179003e-05,3.45982917649169,3.4427374301676,0.774913549198365,"N",1.15327639216390,NA
"81B-2.E","8","1","B","2","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000145517950117900,12.1264958431584,2.96688132474701,0.74791280148423,"E",4.04216528105278,NA
"81B-3.O","8","1","B","3","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.4841670675004e-05,-2.070139222917,3.82314923619271,0.792666585454988,"O",-0.690046407639,NA
"81B-3.I","8","1","B","3","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00135387689482681,112.823074568901,4.13658536585366,0.805318138651472,"I",37.607691522967,NA
"81B-3.S","8","1","B","3","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000166564896217964,-13.8804080181637,2.5956678700361,0.721887550200803,"S",-4.62680267272123,NA
"81B-3.W","8","1","B","3","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000169788121760924,-14.1490101467437,3.32256134051467,0.768655683234113,"W",-4.71633671558123,NA
"81B-4.O","8","1","B","4","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000316108893164449,26.3424077637041,3.71910112359551,0.788095238095238,"O",8.78080258790135,NA
"81B-4.I","8","1","B","4","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000158264666452166,13.1887222043472,5.351966873706,0.842568448500652,"I",4.3962407347824,NA
"81B-4.S","8","1","B","4","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000181839958130921,-15.1533298442435,2.02664890073284,0.669601584855822,"S",-5.05110994808115,NA
"81B-4.E","8","1","B","4","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000140839958130921,-11.7366631775768,2.90595340811044,0.743980561077976,"E",-3.91222105919226,NA
"81C-1.O","8","1","C","1","O",417.4,54,0,0,14,1,0,7777.77777777778,288065.843621399,200397805.21262,555.555555555556,20576.1316872428,14314128.9437586,-9.6239407057589e-05,-8.0199505881324,1.41938004688721,0.58667097329888,"O",-2.67331686271080,-2.30568775892642e-07
"81C-1.I","8","1","C","1","I",578,42.3,0,0,8.5,0.5,0.5,5000,236406.619385343,227738376.674547,277.777777777778,13133.7010769635,12652132.0374748,-0.000131239407057589,-10.9366172547991,2.10553772070626,0.67799457294224,"I",-3.64553908493302,-2.27057797677489e-07
"81C-1.N","8","1","C","1","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000127739407057589,-10.6449505881324,1.80015226494100,0.642876563349646,"N",-3.5483168627108,NA
"81C-1.W","8","1","C","1","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.37394070575889e-05,-1.14495058813241,1.69607843137255,0.629090909090909,"W",-0.381650196044136,NA
"81C-2.O","8","1","C","2","O",347.1,30.2,0,0,27.5,2,0.5,6202.77777777778,410779.985283297,237636221.486387,605.555555555556,40103.016924209,23199595.2906549,-0.000192239407057589,-16.0199505881324,0.112742527530151,0.101319509896323,"O",-5.33998352937747,-5.53844445570697e-07
"81C-2.I","8","1","C","2","I",438.5,38.6,0,0,0,0,0.5,25,1295.33678756477,946675.30224525,0,0,0,0.000380760592942411,31.7300494118676,4.02064359441409,0.800822348530657,"I",10.5766831372892,8.68325183449056e-07
"81C-2.S","8","1","C","2","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000213739407057589,-17.8116172547991,1.44167278063096,0.590444711538462,"S",-5.93720575159969,NA
"81C-2.W","8","1","C","2","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000187739407057589,-15.6449505881324,0.631214600377597,0.38695987654321,"W",-5.21498352937747,NA
"81C-3.O","8","1","C","3","O",250.1,39.9,0,0,0,0,0,0,0,0,0,0,0,-0.000196264297991571,-16.3553581659642,0.911111111111112,0.476744186046512,"O",-5.45178605532141,-7.84743294648424e-07
"81C-3.I","8","1","C","3","I",435.3,23.2,0,0,24,3,0,13333.3333333333,1149425.28735632,833908045.977012,1666.66666666667,143678.160919540,104238505.747126,0.000121735702008429,10.1446418340358,3.85159235668789,0.793882105815938,"I",3.38154727801192,2.79659320028553e-07
"81C-3.S","8","1","C","3","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000106264297991571,-8.85535816596423,2.4558327714093,0.710634146341463,"S",-2.95178605532141,NA
"81C-3.E","8","1","C","3","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.97357020084293e-05,4.14464183403577,4.14747191011236,0.805729877216917,"E",1.38154727801192,NA
"81C-4.O","8","1","C","4","O",287.3,37,0,0,54.5,2.5,0,5758.33333333333,311261.261261261,149042267.267267,125,6756.75675675676,3235360.36036036,-0.000226832567432567,-18.9027139527140,1.45733041575492,0.593054318788958,"O",-6.30090465090465,-7.89532082953594e-07
"81C-4.I","8","1","C","4","I",526.1,67,0,0,49.5,3,0,27500,820895.52238806,719788557.21393,1666.66666666667,49751.2437810945,43623548.9220564,0.00115382,96.1516666666667,4.71368861024033,0.824981711777615,"I",32.0505555555555,2.19315719444972e-06
"81C-4.N","8","1","C","4","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.000119204,-9.93366666666667,3.19306099608282,0.76151074336047,"N",-3.31122222222222,NA
"81C-4.E","8","1","C","4","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.3204e-05,-2.767,3.6332361516035,0.784168134910647,"E",-0.922333333333334,NA
"12A-1.O","1","2","A","1","O",316.9,26.1,0,0,0,0,0,0,0,0,0,0,0,2.05005449296583e-05,1.70837874413819,10.3240963855422,0.911692733269497,"O",0.569459581379397,6.46908959597927e-08
"12A-1.I","1","2","A","1","I",251.5,24.9,0,0,0,0,0.5,277.777777777778,22311.4680946006,9352223.70965343,0,0,0,0.000232892711253837,19.4077259378198,4.71995679179044,0.82517350455597,"I",6.46924197927326,9.2601475647649e-07
"12A-1.N","1","2","A","1","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000752174581319312,62.6812151099427,7.47787378894999,0.882045896778577,"N",20.8937383699809,NA
"12A-1.E","1","2","A","1","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000871070853334886,72.5892377779072,6.96778435239974,0.874494595263636,"E",24.1964125926357,NA
"12A-2.O","1","2","A","2","O",447.1,36.8,0,0,2.5,0,0,1388.88888888889,75483.0917874396,56247483.8969404,0,0,0,-1.20226956963037e-05,-1.00189130802531,5.5810502283105,0.848048568950564,"O",-0.333963769341769,-2.68903952053314e-08
"12A-2.I","1","2","A","2","I",629.1,47.8,0,0,0,0,0,0,0,0,0,0,0,0.00207926763949783,173.272303291486,5.7052947052947,0.850864123957092,"I",57.7574344304954,3.30514646240317e-06
"12A-2.S","1","2","A","2","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000178448252481302,14.8706877067752,5.10252237591537,0.836133333333333,"S",4.95689590225838,NA
"12A-2.W","1","2","A","2","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000130254923085883,10.8545769238235,4.69497084548105,0.824406475971076,"W",3.61819230794118,NA
"12A-3.O","1","2","A","3","O",572.8,72.4,35.5,1.5,91.5,4.5,0.5,70833.3333333333,1956721.91528545,1868017188.45918,3333.33333333333,92081.0313075506,87906691.2216083,0.00213014753034551,177.512294195459,5.64304057524396,0.849466522344209,"O",59.1707647318197,3.71883297895515e-06
"12A-3.I","1","2","A","3","I",462,62,2.5,0,152.5,6,0,86111.1111111111,2777777.77777778,2138888888.88889,3333.33333333333,107526.881720430,82795698.9247312,0.00104539185018178,87.1159875151485,5.77001633986928,0.85228986906414,"I",29.0386625050495,2.26275292247139e-06
"12A-3.N","1","2","A","3","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000887570062978893,73.9641719149078,6.59065155807365,0.868259003545438,"N",24.6547239716359,NA
"12A-3.W","1","2","A","3","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00135715772177805,113.096476814838,6.27583643122676,0.862558757408543,"W",37.6988256049459,NA
"12A-4.O","1","2","A","4","O",556.6,59.5,7,0.5,122,5.5,0,71666.6666666667,2408963.58543417,2234715219.42110,3333.33333333333,112044.817927171,103940242.763772,0.000662308230517725,55.1923525431437,7.24103831891223,0.87865606719664,"O",18.3974508477146,1.18991776952520e-06
"12A-4.I","1","2","A","4","I",429.5,50.3,0,0,110,2.5,0,61111.1111111111,2429865.25292688,1739378543.55349,1388.88888888889,55224.2102937928,39531330.5353067,0.000507431725721512,42.2859771434593,5.37239784117194,0.843073200241984,"I",14.0953257144864,1.18144755697674e-06
"12A-4.S","1","2","A","4","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000558229918718126,46.5191598931772,5.5661505981703,0.847703767215047,"S",15.5063866310591,NA
"12A-4.E","1","2","A","4","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000143851754174328,11.9876461811940,4.73203963666391,0.825542029820644,"E",3.99588206039799,NA
"12B-1.O","1","2","B","1","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.47302889375119e-05,1.22752407812599,7.35498073747936,0.880310914959489,"O",0.409174692708665,NA
"12B-1.I","1","2","B","1","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000219829882112164,18.3191568426803,10.0153496304719,0.909217588769612,"I",6.10638561422678,NA
