"SampleID","Block","Time","Chamber","Frag","Pos","xE","yN"
"14A-4.I","1","4","A","4","I",642181.471334585,6074268.60073393
"14A-4.N","1","4","A","4","N",642181.471334585,6074268.82573393
"14A-4.E","1","4","A","4","E",642181.696334585,6074268.60073393
"14B-1.O","1","4","B","1","O",642183.121219064,6074266.49608733
"14B-1.I","1","4","B","1","I",642183.032830716,6074266.58447568
"14B-1.S","1","4","B","1","S",642183.032830716,6074266.49608733
"14B-1.E","1","4","B","1","E",642183.121219064,6074266.58447568
"14B-2.O","1","4","B","2","O",642182.51452489,6074266.4277815
"14B-2.I","1","4","B","2","I",642182.73952489,6074266.65278151
"14B-2.S","1","4","B","2","S",642182.73952489,6074266.4277815
"14B-2.W","1","4","B","2","W",642182.51452489,6074266.65278151
"14B-3.O","1","4","B","3","O",642183.18952489,6074267.10278151
"14B-3.I","1","4","B","3","I",642182.96452489,6074266.87778151
"14B-3.N","1","4","B","3","N",642182.96452489,6074267.10278151
"14B-3.E","1","4","B","3","E",642183.18952489,6074266.87778151
"14B-4.O","1","4","B","4","O",642182.51452489,6074267.10278151
"14B-4.I","1","4","B","4","I",642182.73952489,6074266.87778151
"14B-4.N","1","4","B","4","N",642182.73952489,6074267.10278151
"14B-4.W","1","4","B","4","W",642182.51452489,6074266.87778151
"14C-1.O","1","4","C","1","O",642183.097243162,6074268.67044441
"14C-1.I","1","4","C","1","I",642183.008854814,6074268.58205606
"14C-1.N","1","4","C","1","N",642183.008854814,6074268.67044441
"14C-1.E","1","4","C","1","E",642183.097243162,6074268.58205606
"14C-2.O","1","4","C","2","O",642182.490548988,6074268.73875024
"14C-2.I","1","4","C","2","I",642182.715548988,6074268.51375024
"14C-2.N","1","4","C","2","N",642182.715548988,6074268.73875024
"14C-2.W","1","4","C","2","W",642182.490548988,6074268.51375024
"14C-3.O","1","4","C","3","O",642183.165548988,6074268.06375024
"14C-3.I","1","4","C","3","I",642182.940548988,6074268.28875024
"14C-3.S","1","4","C","3","S",642182.940548988,6074268.06375024
"14C-3.E","1","4","C","3","E",642183.165548988,6074268.28875024
"14C-4.O","1","4","C","4","O",642182.490548988,6074268.06375024
"14C-4.I","1","4","C","4","I",642182.715548988,6074268.28875024
"14C-4.S","1","4","C","4","S",642182.715548988,6074268.06375024
"14C-4.W","1","4","C","4","W",642182.490548988,6074268.28875024
"24A-1.O","2","4","A","1","O",642183.859004193,6074279.09283444
"24A-1.I","2","4","A","1","I",642183.947392541,6074279.00444609
"24A-1.N","2","4","A","1","N",642183.947392541,6074279.09283444
"24A-1.W","2","4","A","1","W",642183.859004193,6074279.00444609
"24A-2.O","2","4","A","2","O",642184.465698367,6074278.48614027
"24A-2.I","2","4","A","2","I",642184.240698367,6074278.71114027
"24A-2.S","2","4","A","2","S",642184.240698367,6074278.48614027
"24A-2.E","2","4","A","2","E",642184.465698367,6074278.71114027
"24A-3.O","2","4","A","3","O",642184.465698367,6074279.16114027
"24A-3.I","2","4","A","3","I",642184.240698367,6074278.93614027
"24A-3.N","2","4","A","3","N",642184.240698367,6074279.16114027
"24A-3.E","2","4","A","3","E",642184.465698367,6074278.93614027
"24A-4.O","2","4","A","4","O",642183.790698367,6074278.48614027
"24A-4.I","2","4","A","4","I",642184.015698367,6074278.71114027
"24A-4.S","2","4","A","4","S",642184.015698367,6074278.48614027
"24A-4.W","2","4","A","4","W",642183.790698367,6074278.71114027
"24B-1.O","2","4","B","1","O",642183.917149822,6074275.50786836
"24B-1.I","2","4","B","1","I",642184.00553817,6074275.59625671
"24B-1.S","2","4","B","1","S",642184.00553817,6074275.50786836
"24B-1.W","2","4","B","1","W",642183.917149822,6074275.59625671
"24B-2.O","2","4","B","2","O",642184.523843996,6074275.43956254
"24B-2.I","2","4","B","2","I",642184.298843996,6074275.66456254
"24B-2.S","2","4","B","2","S",642184.298843996,6074275.43956254
"24B-2.E","2","4","B","2","E",642184.523843996,6074275.66456254
"24B-3.O","2","4","B","3","O",642183.848843996,6074276.11456254
"24B-3.I","2","4","B","3","I",642184.073843996,6074275.88956254
"24B-3.N","2","4","B","3","N",642184.073843996,6074276.11456254
"24B-3.W","2","4","B","3","W",642183.848843996,6074275.88956254
"24B-4.O","2","4","B","4","O",642184.523843996,6074276.11456254
"24B-4.I","2","4","B","4","I",642184.298843996,6074275.88956254
"24B-4.N","2","4","B","4","N",642184.298843996,6074276.11456254
"24B-4.E","2","4","B","4","E",642184.523843996,6074275.88956254
"24C-1.O","2","4","C","1","O",642185.232134604,6074276.96995539
"24C-1.I","2","4","C","1","I",642185.320522952,6074277.05834374
"24C-1.S","2","4","C","1","S",642185.320522952,6074276.96995539
"24C-1.W","2","4","C","1","W",642185.232134604,6074277.05834374
"24C-2.O","2","4","C","2","O",642185.838828778,6074277.57664956
"24C-2.I","2","4","C","2","I",642185.613828778,6074277.35164956
"24C-2.N","2","4","C","2","N",642185.613828778,6074277.57664956
"24C-2.E","2","4","C","2","E",642185.838828778,6074277.35164956
"24C-3.O","2","4","C","3","O",642185.163828778,6074277.57664956
"24C-3.I","2","4","C","3","I",642185.388828778,6074277.35164956
"24C-3.N","2","4","C","3","N",642185.388828778,6074277.57664956
"24C-3.W","2","4","C","3","W",642185.163828778,6074277.35164956
"24C-4.O","2","4","C","4","O",642185.838828778,6074276.90164956
"24C-4.I","2","4","C","4","I",642185.613828778,6074277.12664956
"24C-4.S","2","4","C","4","S",642185.613828778,6074276.90164956
"24C-4.E","2","4","C","4","E",642185.838828778,6074277.12664956
"34A-1.O","3","4","A","1","O",642177.021919351,6074277.71851942
"34A-1.I","3","4","A","1","I",642176.933531004,6074277.80690777
"34A-1.S","3","4","A","1","S",642176.933531004,6074277.71851942
"34A-1.E","3","4","A","1","E",642177.021919351,6074277.80690777
"34A-2.O","3","4","A","2","O",642176.415225177,6074277.6502136
"34A-2.I","3","4","A","2","I",642176.640225177,6074277.8752136
"34A-2.S","3","4","A","2","S",642176.640225177,6074277.6502136
"34A-2.W","3","4","A","2","W",642176.415225177,6074277.8752136
"34A-3.O","3","4","A","3","O",642176.415225177,6074278.3252136
"34A-3.I","3","4","A","3","I",642176.640225177,6074278.1002136
"34A-3.N","3","4","A","3","N",642176.640225177,6074278.3252136
"34A-3.W","3","4","A","3","W",642176.415225177,6074278.1002136
"34A-4.O","3","4","A","4","O",642177.090225177,6074278.3252136
"34A-4.I","3","4","A","4","I",642176.865225177,6074278.1002136
"34A-4.N","3","4","A","4","N",642176.865225177,6074278.3252136
"34A-4.E","3","4","A","4","E",642177.090225177,6074278.1002136
"34B-1.O","3","4","B","1","O",642178.399673708,6074279.39245269
"34B-1.I","3","4","B","1","I",642178.311285361,6074279.30406434
"34B-1.N","3","4","B","1","N",642178.311285361,6074279.39245269
"34B-1.E","3","4","B","1","E",642178.399673708,6074279.30406434
"34B-2.O","3","4","B","2","O",642177.792979535,6074279.46075852
"34B-2.I","3","4","B","2","I",642178.017979535,6074279.23575852
"34B-2.N","3","4","B","2","N",642178.017979535,6074279.46075852
"34B-2.W","3","4","B","2","W",642177.792979535,6074279.23575852
"34B-3.O","3","4","B","3","O",642177.792979535,6074278.78575851
"34B-3.I","3","4","B","3","I",642178.017979535,6074279.01075852
"34B-3.S","3","4","B","3","S",642178.017979535,6074278.78575851
"34B-3.W","3","4","B","3","W",642177.792979535,6074279.01075852
"34B-4.O","3","4","B","4","O",642178.467979535,6074278.78575851
"34B-4.I","3","4","B","4","I",642178.242979535,6074279.01075852
"34B-4.S","3","4","B","4","S",642178.242979535,6074278.78575851
"34B-4.E","3","4","B","4","E",642178.467979535,6074279.01075852
"34C-1.O","3","4","C","1","O",642176.704248597,6074280.77115129
"34C-1.I","3","4","C","1","I",642176.792636945,6074280.68276294
"34C-1.N","3","4","C","1","N",642176.792636945,6074280.77115129
"34C-1.W","3","4","C","1","W",642176.704248597,6074280.68276294
"34C-2.O","3","4","C","2","O",642177.310942771,6074280.16445711
"34C-2.I","3","4","C","2","I",642177.085942771,6074280.38945711
"34C-2.S","3","4","C","2","S",642177.085942771,6074280.16445711
"34C-2.E","3","4","C","2","E",642177.310942771,6074280.38945711
"34C-3.O","3","4","C","3","O",642176.635942771,6074280.16445711
"34C-3.I","3","4","C","3","I",642176.860942771,6074280.38945711
"34C-3.S","3","4","C","3","S",642176.860942771,6074280.16445711
"34C-3.W","3","4","C","3","W",642176.635942771,6074280.38945711
"34C-4.O","3","4","C","4","O",642177.310942771,6074280.83945711
"34C-4.I","3","4","C","4","I",642177.085942771,6074280.61445711
"34C-4.N","3","4","C","4","N",642177.085942771,6074280.83945711
"34C-4.E","3","4","C","4","E",642177.310942771,6074280.61445711
"44A-1.O","4","4","A","1","O",642178.436676438,6074284.59328985
"44A-1.I","4","4","A","1","I",642178.34828809,6074284.6816782
"44A-1.S","4","4","A","1","S",642178.34828809,6074284.59328985
"44A-1.E","4","4","A","1","E",642178.436676438,6074284.6816782
"44A-2.O","4","4","A","2","O",642178.504982264,6074285.19998402
"44A-2.I","4","4","A","2","I",642178.279982264,6074284.97498402
"44A-2.N","4","4","A","2","N",642178.279982264,6074285.19998402
"44A-2.E","4","4","A","2","E",642178.504982264,6074284.97498402
"44A-3.O","4","4","A","3","O",642177.829982264,6074285.19998402
"44A-3.I","4","4","A","3","I",642178.054982264,6074284.97498402
"44A-3.N","4","4","A","3","N",642178.054982264,6074285.19998402
"44A-3.W","4","4","A","3","W",642177.829982264,6074284.97498402
"44A-4.O","4","4","A","4","O",642177.829982264,6074284.52498402
"44A-4.I","4","4","A","4","I",642178.054982264,6074284.74998402
"44A-4.S","4","4","A","4","S",642178.054982264,6074284.52498402
"44A-4.W","4","4","A","4","W",642177.829982264,6074284.74998402
"44B-1.O","4","4","B","1","O",642178.974613943,6074286.91883294
"44B-1.I","4","4","B","1","I",642178.886225595,6074286.83044459
"44B-1.N","4","4","B","1","N",642178.886225595,6074286.91883294
"44B-1.E","4","4","B","1","E",642178.974613943,6074286.83044459
"44B-2.O","4","4","B","2","O",642178.367919769,6074286.31213877
"44B-2.I","4","4","B","2","I",642178.592919769,6074286.53713877
"44B-2.S","4","4","B","2","S",642178.592919769,6074286.31213877
"44B-2.W","4","4","B","2","W",642178.367919769,6074286.53713877
"44B-3.O","4","4","B","3","O",642178.367919769,6074286.98713877
"44B-3.I","4","4","B","3","I",642178.592919769,6074286.76213877
"44B-3.N","4","4","B","3","N",642178.592919769,6074286.98713877
"44B-3.W","4","4","B","3","W",642178.367919769,6074286.76213877
"44B-4.O","4","4","B","4","O",642179.042919769,6074286.31213877
"44B-4.I","4","4","B","4","I",642178.817919769,6074286.53713877
"44B-4.S","4","4","B","4","S",642178.817919769,6074286.31213877
"44B-4.E","4","4","B","4","E",642179.042919769,6074286.53713877
"44C-1.O","4","4","C","1","O",642178.40847604,6074287.91462603
"44C-1.I","4","4","C","1","I",642178.496864388,6074288.00301438
"44C-1.S","4","4","C","1","S",642178.496864388,6074287.91462603
"44C-1.W","4","4","C","1","W",642178.40847604,6074288.00301438
"44C-2.O","4","4","C","2","O",642179.015170214,6074287.8463202
"44C-2.I","4","4","C","2","I",642178.790170214,6074288.0713202
"44C-2.S","4","4","C","2","S",642178.790170214,6074287.8463202
"44C-2.E","4","4","C","2","E",642179.015170214,6074288.0713202
"44C-3.O","4","4","C","3","O",642178.340170214,6074288.5213202
"44C-3.I","4","4","C","3","I",642178.565170214,6074288.2963202
"44C-3.N","4","4","C","3","N",642178.565170214,6074288.5213202
"44C-3.W","4","4","C","3","W",642178.340170214,6074288.2963202
"44C-4.O","4","4","C","4","O",642179.015170214,6074288.5213202
"44C-4.I","4","4","C","4","I",642178.790170214,6074288.2963202
"44C-4.N","4","4","C","4","N",642178.790170214,6074288.5213202
"44C-4.E","4","4","C","4","E",642179.015170214,6074288.2963202
"54A-1.O","5","4","A","1","O",642173.971324433,6074303.97291291
"54A-1.I","5","4","A","1","I",642174.05971278,6074304.06130125
"54A-1.S","5","4","A","1","S",642174.05971278,6074303.97291291
"54A-1.W","5","4","A","1","W",642173.971324433,6074304.06130125
"54A-2.O","5","4","A","2","O",642173.903018606,6074304.57960708
"54A-2.I","5","4","A","2","I",642174.128018606,6074304.35460708
"54A-2.N","5","4","A","2","N",642174.128018606,6074304.57960708
"54A-2.W","5","4","A","2","W",642173.903018606,6074304.35460708
"54A-3.O","5","4","A","3","O",642174.578018607,6074303.90460708
"54A-3.I","5","4","A","3","I",642174.353018607,6074304.12960708
"54A-3.S","5","4","A","3","S",642174.353018607,6074303.90460708
"54A-3.E","5","4","A","3","E",642174.578018607,6074304.12960708
"54A-4.O","5","4","A","4","O",642174.578018607,6074304.57960708
"54A-4.I","5","4","A","4","I",642174.353018607,6074304.35460708
"54A-4.N","5","4","A","4","N",642174.353018607,6074304.57960708
"54A-4.E","5","4","A","4","E",642174.578018607,6074304.35460708
"54B-1.O","5","4","B","1","O",642172.580419404,6074304.89131041
"54B-1.I","5","4","B","1","I",642172.668807751,6074304.97969875
"54B-1.S","5","4","B","1","S",642172.668807751,6074304.89131041
"54B-1.W","5","4","B","1","W",642172.580419404,6074304.97969875
"54B-2.O","5","4","B","2","O",642172.512113577,6074305.49800458
"54B-2.I","5","4","B","2","I",642172.737113577,6074305.27300458
"54B-2.N","5","4","B","2","N",642172.737113577,6074305.49800458
"54B-2.W","5","4","B","2","W",642172.512113577,6074305.27300458
"54B-3.O","5","4","B","3","O",642173.187113577,6074305.49800458
"54B-3.I","5","4","B","3","I",642172.962113577,6074305.27300458
"54B-3.N","5","4","B","3","N",642172.962113577,6074305.49800458
"54B-3.E","5","4","B","3","E",642173.187113577,6074305.27300458
"54B-4.O","5","4","B","4","O",642173.187113577,6074304.82300458
"54B-4.I","5","4","B","4","I",642172.962113577,6074305.04800458
"54B-4.S","5","4","B","4","S",642172.962113577,6074304.82300458
"54B-4.E","5","4","B","4","E",642173.187113577,6074305.04800458
"54C-1.O","5","4","C","1","O",642175.437801306,6074304.25212881
"54C-1.I","5","4","C","1","I",642175.526189654,6074304.34051715
"54C-1.S","5","4","C","1","S",642175.526189654,6074304.25212881
"54C-1.W","5","4","C","1","W",642175.437801306,6074304.34051715
"54C-2.O","5","4","C","2","O",642175.36949548,6074304.85882298
"54C-2.I","5","4","C","2","I",642175.59449548,6074304.63382298
"54C-2.N","5","4","C","2","N",642175.59449548,6074304.85882298
"54C-2.W","5","4","C","2","W",642175.36949548,6074304.63382298
"54C-3.O","5","4","C","3","O",642176.04449548,6074304.85882298
"54C-3.I","5","4","C","3","I",642175.81949548,6074304.63382298
"54C-3.N","5","4","C","3","N",642175.81949548,6074304.85882298
"54C-3.E","5","4","C","3","E",642176.04449548,6074304.63382298
"54C-4.O","5","4","C","4","O",642176.04449548,6074304.18382298
"54C-4.I","5","4","C","4","I",642175.81949548,6074304.40882298
"54C-4.S","5","4","C","4","S",642175.81949548,6074304.18382298
"54C-4.E","5","4","C","4","E",642176.04449548,6074304.40882298
"64A-1.O","6","4","A","1","O",642196.785825767,6074383.2470334
"64A-1.I","6","4","A","1","I",642196.697437419,6074383.33542174
"64A-1.S","6","4","A","1","S",642196.697437419,6074383.2470334
"64A-1.E","6","4","A","1","E",642196.785825767,6074383.33542174
"64A-2.O","6","4","A","2","O",642196.179131593,6074383.17872757
"64A-2.I","6","4","A","2","I",642196.404131593,6074383.40372757
"64A-2.S","6","4","A","2","S",642196.404131593,6074383.17872757
"64A-2.W","6","4","A","2","W",642196.179131593,6074383.40372757
"64A-3.O","6","4","A","3","O",642196.854131593,6074383.85372757
"64A-3.I","6","4","A","3","I",642196.629131593,6074383.62872757
"64A-3.N","6","4","A","3","N",642196.629131593,6074383.85372757
"64A-3.E","6","4","A","3","E",642196.854131593,6074383.62872757
"64A-4.O","6","4","A","4","O",642196.179131593,6074383.85372757
"64A-4.I","6","4","A","4","I",642196.404131593,6074383.62872757
"64A-4.N","6","4","A","4","N",642196.404131593,6074383.85372757
"64A-4.W","6","4","A","4","W",642196.179131593,6074383.62872757
"64B-1.O","6","4","B","1","O",642194.798168338,6074384.27444327
"64B-1.I","6","4","B","1","I",642194.886556685,6074384.36283162
"64B-1.S","6","4","B","1","S",642194.886556685,6074384.27444327
"64B-1.W","6","4","B","1","W",642194.798168338,6074384.36283162
"64B-2.O","6","4","B","2","O",642195.404862512,6074384.20613744
"64B-2.I","6","4","B","2","I",642195.179862512,6074384.43113744
"64B-2.S","6","4","B","2","S",642195.179862512,6074384.20613744
"64B-2.E","6","4","B","2","E",642195.404862512,6074384.43113744
"64B-3.O","6","4","B","3","O",642194.729862512,6074384.88113744
"64B-3.I","6","4","B","3","I",642194.954862512,6074384.65613744
"64B-3.N","6","4","B","3","N",642194.954862512,6074384.88113744
"64B-3.W","6","4","B","3","W",642194.729862512,6074384.65613744
"64B-4.O","6","4","B","4","O",642195.404862512,6074384.88113744
"64B-4.I","6","4","B","4","I",642195.179862512,6074384.65613744
"64B-4.N","6","4","B","4","N",642195.179862512,6074384.88113744
"64B-4.E","6","4","B","4","E",642195.404862512,6074384.65613744
"64C-1.O","6","4","C","1","O",642194.950132715,6074381.22645213
"64C-1.I","6","4","C","1","I",642194.861744367,6074381.31484048
"64C-1.S","6","4","C","1","S",642194.861744367,6074381.22645213
"64C-1.E","6","4","C","1","E",642194.950132715,6074381.31484048
"64C-2.O","6","4","C","2","O",642195.018438541,6074381.8331463
"64C-2.I","6","4","C","2","I",642194.793438541,6074381.6081463
"64C-2.N","6","4","C","2","N",642194.793438541,6074381.8331463
"64C-2.E","6","4","C","2","E",642195.018438541,6074381.6081463
"64C-3.O","6","4","C","3","O",642194.343438541,6074381.8331463
"64C-3.I","6","4","C","3","I",642194.568438541,6074381.6081463
"64C-3.N","6","4","C","3","N",642194.568438541,6074381.8331463
"64C-3.W","6","4","C","3","W",642194.343438541,6074381.6081463
"64C-4.O","6","4","C","4","O",642194.343438541,6074381.1581463
"64C-4.I","6","4","C","4","I",642194.568438541,6074381.3831463
"64C-4.S","6","4","C","4","S",642194.568438541,6074381.1581463
"64C-4.W","6","4","C","4","W",642194.343438541,6074381.3831463
"74A-1.O","7","4","A","1","O",642098.269194174,6074232.73080583
"74A-1.I","7","4","A","1","I",642098.180805826,6074232.81919417
"74A-1.S","7","4","A","1","S",642098.180805826,6074232.73080583
"74A-1.E","7","4","A","1","E",642098.269194174,6074232.81919417
"74A-2.O","7","4","A","2","O",642098.3375,6074233.3375
"74A-2.I","7","4","A","2","I",642098.1125,6074233.1125
"74A-2.N","7","4","A","2","N",642098.1125,6074233.3375
"74A-2.E","7","4","A","2","E",642098.3375,6074233.1125
"74A-3.O","7","4","A","3","O",642097.6625,6074232.6625
"74A-3.I","7","4","A","3","I",642097.8875,6074232.8875
"74A-3.S","7","4","A","3","S",642097.8875,6074232.6625
"74A-3.W","7","4","A","3","W",642097.6625,6074232.8875
"74A-4.O","7","4","A","4","O",642097.6625,6074233.3375
"74A-4.I","7","4","A","4","I",642097.8875,6074233.1125
"74A-4.N","7","4","A","4","N",642097.8875,6074233.3375
"74A-4.W","7","4","A","4","W",642097.6625,6074233.1125
"74B-1.O","7","4","B","1","O",642101.970592982,6074231.56976083
"74B-1.I","7","4","B","1","I",642102.05898133,6074231.65814918
"74B-1.S","7","4","B","1","S",642102.05898133,6074231.56976083
"74B-1.W","7","4","B","1","W",642101.970592982,6074231.65814918
"74B-2.O","7","4","B","2","O",642101.902287156,6074232.176455
"74B-2.I","7","4","B","2","I",642102.127287156,6074231.951455
"74B-2.N","7","4","B","2","N",642102.127287156,6074232.176455
"74B-2.W","7","4","B","2","W",642101.902287156,6074231.951455
"74B-3.O","7","4","B","3","O",642102.577287156,6074231.501455
"74B-3.I","7","4","B","3","I",642102.352287156,6074231.726455
"74B-3.S","7","4","B","3","S",642102.352287156,6074231.501455
"74B-3.E","7","4","B","3","E",642102.577287156,6074231.726455
"74B-4.O","7","4","B","4","O",642102.577287156,6074232.176455
"74B-4.I","7","4","B","4","I",642102.352287156,6074231.951455
"74B-4.N","7","4","B","4","N",642102.352287156,6074232.176455
"74B-4.E","7","4","B","4","E",642102.577287156,6074231.951455
"74C-1.O","7","4","C","1","O",642099.427546853,6074230.73187057
"74C-1.I","7","4","C","1","I",642099.515935201,6074230.82025892
"74C-1.S","7","4","C","1","S",642099.515935201,6074230.73187057
"74C-1.W","7","4","C","1","W",642099.427546853,6074230.82025892
"74C-2.O","7","4","C","2","O",642099.359241027,6074231.33856474
"74C-2.I","7","4","C","2","I",642099.584241027,6074231.11356474
"74C-2.N","7","4","C","2","N",642099.584241027,6074231.33856474
"74C-2.W","7","4","C","2","W",642099.359241027,6074231.11356474
"74C-3.O","7","4","C","3","O",642100.034241027,6074230.66356474
"74C-3.I","7","4","C","3","I",642099.809241027,6074230.88856474
"74C-3.S","7","4","C","3","S",642099.809241027,6074230.66356474
"74C-3.E","7","4","C","3","E",642100.034241027,6074230.88856474
"74C-4.O","7","4","C","4","O",642100.034241027,6074231.33856474
"74C-4.I","7","4","C","4","I",642099.809241027,6074231.11356474
"74C-4.N","7","4","C","4","N",642099.809241027,6074231.33856474
"74C-4.E","7","4","C","4","E",642100.034241027,6074231.11356474
"84A-1.O","8","4","A","1","O",642114.874697627,6074293.36032815
"84A-1.I","8","4","A","1","I",642114.963085974,6074293.4487165
"84A-1.S","8","4","A","1","S",642114.963085974,6074293.36032815
"84A-1.W","8","4","A","1","W",642114.874697627,6074293.4487165
"84A-2.O","8","4","A","2","O",642115.4813918,6074293.96702233
"84A-2.I","8","4","A","2","I",642115.2563918,6074293.74202233
"84A-2.N","8","4","A","2","N",642115.2563918,6074293.96702233
"84A-2.E","8","4","A","2","E",642115.4813918,6074293.74202233
"84A-3.O","8","4","A","3","O",642114.806391801,6074293.96702233
"84A-3.I","8","4","A","3","I",642115.0313918,6074293.74202233
"84A-3.N","8","4","A","3","N",642115.0313918,6074293.96702233
"84A-3.W","8","4","A","3","W",642114.806391801,6074293.74202233
"84A-4.O","8","4","A","4","O",642115.4813918,6074293.29202233
"84A-4.I","8","4","A","4","I",642115.2563918,6074293.51702233
"84A-4.S","8","4","A","4","S",642115.2563918,6074293.29202233
"84A-4.E","8","4","A","4","E",642115.4813918,6074293.51702233
"84B-1.O","8","4","B","1","O",642119.087715403,6074294.6325469
"84B-1.I","8","4","B","1","I",642118.999327055,6074294.72093525
"84B-1.S","8","4","B","1","S",642118.999327055,6074294.6325469
"84B-1.E","8","4","B","1","E",642119.087715403,6074294.72093525
"84B-2.O","8","4","B","2","O",642118.481021229,6074295.23924107
"84B-2.I","8","4","B","2","I",642118.706021229,6074295.01424107
"84B-2.N","8","4","B","2","N",642118.706021229,6074295.23924107
"84B-2.W","8","4","B","2","W",642118.481021229,6074295.01424107
"84B-3.O","8","4","B","3","O",642118.481021229,6074294.56424107
"84B-3.I","8","4","B","3","I",642118.706021229,6074294.78924107
"84B-3.S","8","4","B","3","S",642118.706021229,6074294.56424107
"84B-3.W","8","4","B","3","W",642118.481021229,6074294.78924107
"84B-4.O","8","4","B","4","O",642119.156021229,6074295.23924107
"84B-4.I","8","4","B","4","I",642118.931021229,6074295.01424107
"84B-4.N","8","4","B","4","N",642118.931021229,6074295.23924107
"84B-4.E","8","4","B","4","E",642119.156021229,6074295.01424107
"84C-1.O","8","4","C","1","O",642116.34737316,6074294.18764714
"84C-1.I","8","4","C","1","I",642116.435761508,6074294.0992588
"84C-1.N","8","4","C","1","N",642116.435761508,6074294.18764714
"84C-1.W","8","4","C","1","W",642116.34737316,6074294.0992588
"84C-2.O","8","4","C","2","O",642116.279067334,6074293.58095297
"84C-2.I","8","4","C","2","I",642116.504067334,6074293.80595297
"84C-2.S","8","4","C","2","S",642116.504067334,6074293.58095297
"84C-2.W","8","4","C","2","W",642116.279067334,6074293.80595297
"84C-3.O","8","4","C","3","O",642116.954067334,6074294.25595297
"84C-3.I","8","4","C","3","I",642116.729067334,6074294.03095297
"84C-3.N","8","4","C","3","N",642116.729067334,6074294.25595297
"84C-3.E","8","4","C","3","E",642116.954067334,6074294.03095297
"84C-4.O","8","4","C","4","O",642116.954067334,6074293.58095297
"84C-4.I","8","4","C","4","I",642116.729067334,6074293.80595297
"84C-4.S","8","4","C","4","S",642116.729067334,6074293.58095297
"84C-4.E","8","4","C","4","E",642116.954067334,6074293.80595297
