"SampleID","Block","Time","Chamber","Frag","Pos","ARA.dwt","Cells.dwt","Nostoc","Nostoc.H","Stigonema","Stigonema.H","Other.cells","Cells","H.cells","ARA","ARA.m","Position","Nfix","ARA.g"
"42C-3.I","4","2","C","3","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"42C-3.S","4","2","C","3","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"42C-3.W","4","2","C","3","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"42C-4.O","4","2","C","4","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"42C-4.I","4","2","C","4","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"42C-4.N","4","2","C","4","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"42C-4.E","4","2","C","4","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"52A-1.O","5","2","A","1","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"52A-1.I","5","2","A","1","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"52A-1.N","5","2","A","1","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"52A-1.W","5","2","A","1","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"52A-2.O","5","2","A","2","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"52A-2.I","5","2","A","2","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"52A-2.S","5","2","A","2","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"52A-2.W","5","2","A","2","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"52A-3.O","5","2","A","3","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"52A-3.I","5","2","A","3","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"52A-3.S","5","2","A","3","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"52A-3.E","5","2","A","3","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"52A-4.O","5","2","A","4","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"52A-4.I","5","2","A","4","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"52A-4.N","5","2","A","4","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"52A-4.E","5","2","A","4","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"52B-1.O","5","2","B","1","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"52B-1.I","5","2","B","1","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"52B-1.N","5","2","B","1","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"52B-1.E","5","2","B","1","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"52B-2.O","5","2","B","2","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"52B-2.I","5","2","B","2","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"52B-2.N","5","2","B","2","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"52B-2.W","5","2","B","2","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"52B-3.O","5","2","B","3","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"52B-3.I","5","2","B","3","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"52B-3.S","5","2","B","3","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"52B-3.E","5","2","B","3","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"52B-4.O","5","2","B","4","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"52B-4.I","5","2","B","4","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"52B-4.S","5","2","B","4","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"52B-4.W","5","2","B","4","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"52C-1.O","5","2","C","1","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"52C-1.I","5","2","C","1","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"52C-1.N","5","2","C","1","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"52C-1.E","5","2","C","1","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"52C-2.O","5","2","C","2","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"52C-2.I","5","2","C","2","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"52C-2.S","5","2","C","2","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"52C-2.W","5","2","C","2","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"52C-3.O","5","2","C","3","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"52C-3.I","5","2","C","3","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"52C-3.S","5","2","C","3","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"52C-3.E","5","2","C","3","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"52C-4.O","5","2","C","4","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"52C-4.I","5","2","C","4","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"52C-4.N","5","2","C","4","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"52C-4.W","5","2","C","4","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"62A-1.O","6","2","A","1","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"62A-1.I","6","2","A","1","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"62A-1.N","6","2","A","1","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"62A-1.E","6","2","A","1","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"62A-2.O","6","2","A","2","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"62A-2.I","6","2","A","2","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"62A-2.N","6","2","A","2","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"62A-2.W","6","2","A","2","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"62A-3.O","6","2","A","3","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"62A-3.I","6","2","A","3","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"62A-3.S","6","2","A","3","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"62A-3.W","6","2","A","3","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"62A-4.O","6","2","A","4","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"62A-4.I","6","2","A","4","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"62A-4.S","6","2","A","4","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"62A-4.E","6","2","A","4","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"62B-1.O","6","2","B","1","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"62B-1.I","6","2","B","1","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"62B-1.N","6","2","B","1","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"62B-1.W","6","2","B","1","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"62B-2.O","6","2","B","2","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"62B-2.I","6","2","B","2","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"62B-2.S","6","2","B","2","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"62B-2.W","6","2","B","2","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"62B-3.O","6","2","B","3","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"62B-3.I","6","2","B","3","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"62B-3.N","6","2","B","3","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"62B-3.E","6","2","B","3","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"62B-4.O","6","2","B","4","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"62B-4.I","6","2","B","4","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"62B-4.S","6","2","B","4","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"62B-4.E","6","2","B","4","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"62C-1.O","6","2","C","1","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"62C-1.I","6","2","C","1","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"62C-1.N","6","2","C","1","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"62C-1.E","6","2","C","1","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"62C-2.O","6","2","C","2","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"62C-2.I","6","2","C","2","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"62C-2.S","6","2","C","2","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"62C-2.W","6","2","C","2","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"62C-3.O","6","2","C","3","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"62C-3.I","6","2","C","3","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"62C-3.N","6","2","C","3","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"62C-3.W","6","2","C","3","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"62C-4.O","6","2","C","4","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"62C-4.I","6","2","C","4","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"62C-4.S","6","2","C","4","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"62C-4.E","6","2","C","4","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"72A-1.O","7","2","A","1","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"72A-1.I","7","2","A","1","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"72A-1.S","7","2","A","1","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"72A-1.W","7","2","A","1","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"72A-2.O","7","2","A","2","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"72A-2.I","7","2","A","2","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"72A-2.N","7","2","A","2","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"72A-2.E","7","2","A","2","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"72A-3.O","7","2","A","3","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"72A-3.I","7","2","A","3","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"72A-3.S","7","2","A","3","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"72A-3.E","7","2","A","3","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"72A-4.O","7","2","A","4","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"72A-4.I","7","2","A","4","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"72A-4.N","7","2","A","4","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"72A-4.W","7","2","A","4","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"72B-1.O","7","2","B","1","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"72B-1.I","7","2","B","1","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"72B-1.N","7","2","B","1","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"72B-1.E","7","2","B","1","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"72B-2.O","7","2","B","2","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"72B-2.I","7","2","B","2","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"72B-2.S","7","2","B","2","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"72B-2.E","7","2","B","2","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"72B-3.O","7","2","B","3","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"72B-3.I","7","2","B","3","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"72B-3.S","7","2","B","3","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"72B-3.W","7","2","B","3","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"72B-4.O","7","2","B","4","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"72B-4.I","7","2","B","4","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"72B-4.N","7","2","B","4","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"72B-4.W","7","2","B","4","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"72C-1.O","7","2","C","1","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"72C-1.I","7","2","C","1","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"72C-1.N","7","2","C","1","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"72C-1.W","7","2","C","1","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"72C-2.O","7","2","C","2","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"72C-2.I","7","2","C","2","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"72C-2.N","7","2","C","2","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"72C-2.E","7","2","C","2","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"72C-3.O","7","2","C","3","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"72C-3.I","7","2","C","3","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"72C-3.S","7","2","C","3","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"72C-3.W","7","2","C","3","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"72C-4.O","7","2","C","4","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"72C-4.I","7","2","C","4","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"72C-4.S","7","2","C","4","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"72C-4.E","7","2","C","4","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"82A-1.O","8","2","A","1","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"82A-1.I","8","2","A","1","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"82A-1.N","8","2","A","1","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"82A-1.E","8","2","A","1","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"82A-2.O","8","2","A","2","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"82A-2.I","8","2","A","2","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"82A-2.S","8","2","A","2","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"82A-2.E","8","2","A","2","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"82A-3.O","8","2","A","3","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"82A-3.I","8","2","A","3","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"82A-3.N","8","2","A","3","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"82A-3.W","8","2","A","3","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"82A-4.O","8","2","A","4","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"82A-4.I","8","2","A","4","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"82A-4.S","8","2","A","4","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"82A-4.W","8","2","A","4","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"82B-1.O","8","2","B","1","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"82B-1.I","8","2","B","1","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"82B-1.S","8","2","B","1","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"82B-1.E","8","2","B","1","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"82B-2.O","8","2","B","2","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"82B-2.I","8","2","B","2","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"82B-2.N","8","2","B","2","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"82B-2.W","8","2","B","2","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"82B-3.O","8","2","B","3","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"82B-3.I","8","2","B","3","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"82B-3.S","8","2","B","3","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"82B-3.W","8","2","B","3","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"82B-4.O","8","2","B","4","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"82B-4.I","8","2","B","4","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"82B-4.N","8","2","B","4","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"82B-4.E","8","2","B","4","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"82C-1.O","8","2","C","1","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"82C-1.I","8","2","C","1","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"82C-1.N","8","2","C","1","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"82C-1.E","8","2","C","1","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"82C-2.O","8","2","C","2","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"82C-2.I","8","2","C","2","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"82C-2.S","8","2","C","2","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"82C-2.W","8","2","C","2","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"82C-3.O","8","2","C","3","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"82C-3.I","8","2","C","3","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"82C-3.N","8","2","C","3","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"82C-3.W","8","2","C","3","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"82C-4.O","8","2","C","4","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"82C-4.I","8","2","C","4","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"82C-4.S","8","2","C","4","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"82C-4.E","8","2","C","4","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"13A-1.O","1","3","A","1","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"13A-1.I","1","3","A","1","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"13A-1.N","1","3","A","1","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"13A-1.E","1","3","A","1","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"13A-2.O","1","3","A","2","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"13A-2.I","1","3","A","2","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"13A-2.N","1","3","A","2","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"13A-2.W","1","3","A","2","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"13A-3.O","1","3","A","3","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"13A-3.I","1","3","A","3","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"13A-3.S","1","3","A","3","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"13A-3.W","1","3","A","3","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"13A-4.O","1","3","A","4","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"13A-4.I","1","3","A","4","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"13A-4.S","1","3","A","4","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"13A-4.E","1","3","A","4","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"13B-1.O","1","3","B","1","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"13B-1.I","1","3","B","1","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"13B-1.S","1","3","B","1","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"13B-1.E","1","3","B","1","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"13B-2.O","1","3","B","2","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"13B-2.I","1","3","B","2","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"13B-2.N","1","3","B","2","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"13B-2.E","1","3","B","2","E",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"E",NA,NA
"13B-3.O","1","3","B","3","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"13B-3.I","1","3","B","3","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"13B-3.N","1","3","B","3","N",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"N",NA,NA
"13B-3.W","1","3","B","3","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
"13B-4.O","1","3","B","4","O",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"O",NA,NA
"13B-4.I","1","3","B","4","I",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"I",NA,NA
"13B-4.S","1","3","B","4","S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"S",NA,NA
"13B-4.W","1","3","B","4","W",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"W",NA,NA
